entry_time,entry_price,exit_time,exit_price,direction,size,stop_level,exit_reason,raw_pnl,fees,net_pnl,symbol,day,prev_close,prev_atr,upper_level,lower_level,isFiltered,position_size,portfolio_pnl,equity,drawdown
2023-07-13 05:01:00+00:00,1861.6727,2023-07-13 09:06:00+00:00,1875.9746642857144,short,1.0,1875.9746642857144,stop_loss,-14.301964285714348,5.606471046428574,-19.90843533214292,ETHUSDT,2023-07-12,1885.7,57.20785714285713,1909.7273,1861.6727,False,1.0756850870014516,-21.41520699231893,747.8052778561954,-32.57002772415558
2023-07-13 15:30:00+00:00,1902.8021,2023-07-14 13:00:00+00:00,1987.99,long,1.0,1888.836564285714,end_of_day,85.18790000000013,5.836188149999998,79.35171185000013,ETHUSDT,2023-07-13,1879.34,55.86214285714285,1902.8021,1855.8779,False,1.070929598627898,84.98009692195726,832.7853747781527,-24.907330295924694
2023-07-14 17:43:00+00:00,1962.5223,2023-07-15 13:00:00+00:00,1938.52,short,1.0,1977.94355,end_of_day,24.002300000000105,5.85156345,18.150736550000104,ETHUSDT,2023-07-14,1988.43,61.68500000000001,2014.3377,1962.5223,False,1.0800491202440268,19.603687042608716,852.3890618207614,-23.139656126016472
2023-07-16 02:21:00+00:00,1912.9679,2023-07-16 02:42:00+00:00,1928.1298642857143,short,1.0,1928.1298642857143,stop_loss,-15.161964285714248,5.761646646428574,-20.92361093214282,ETHUSDT,2023-07-15,1938.44,60.64785714285716,1963.9121,1912.9679,False,1.124378142248879,-23.52605078902108,828.8630110317404,-25.261011777599418
2023-07-17 10:23:00+00:00,1904.3145,2023-07-17 13:00:00+00:00,1910.61,short,1.0,1919.5975357142856,end_of_day,-6.295499999999947,5.72238675,-12.017886749999947,ETHUSDT,2023-07-16,1929.99,61.13214285714288,1955.6655,1904.3145,False,1.0846837323778131,-13.03560625528381,815.8274047764565,-26.436438849888212
2023-07-17 18:33:00+00:00,1886.3182,2023-07-17 21:28:00+00:00,1900.8549857142857,short,1.0,1900.8549857142857,stop_loss,-14.53678571428577,5.680759778571428,-20.2175454928572,ETHUSDT,2023-07-17,1910.74,58.14714285714289,1935.1618,1886.3182,False,1.1224316307761446,-22.6928125578386,793.134592218618,-28.482660997480814
2023-07-19 04:20:00+00:00,1916.5582,2023-07-19 09:01:00+00:00,1901.737842857143,long,1.0,1901.737842857143,stop_loss,-14.82035714285712,5.727444064285713,-20.547801207142832,ETHUSDT,2023-07-18,1891.66,59.28142857142859,1916.5582,1866.7618,False,1.070331280917738,-21.992954386084232,771.1416378325337,-30.46577658710194
2023-07-19 21:18:00+00:00,1882.0607,2023-07-20 02:06:00+00:00,1896.3876642857144,short,1.0,1896.3876642857144,stop_loss,-14.326964285714212,5.6676725464285695,-19.99463683214278,ETHUSDT,2023-07-19,1906.13,57.30785714285717,1930.1993,1882.0607,False,1.076489928297577,-21.524025169769477,749.6176126627643,-32.40660859703759
2023-07-20 14:44:00+00:00,1891.8638,2023-07-21 13:00:00+00:00,1893.17,short,1.0,1905.8020142857144,end_of_day,-1.3062000000002172,5.6775507,-6.9837507000002175,ETHUSDT,2023-07-20,1915.28,55.75285714285717,1938.6962,1891.8638,False,1.075629341458851,-7.511927166354023,742.1056854964102,-33.083962790120495
2023-07-22 23:17:00+00:00,1862.169,2023-07-23 05:16:00+00:00,1875.4315,short,1.0,1875.4315,stop_loss,-13.262500000000044,5.606400749999999,-18.868900750000044,ETHUSDT,2023-07-22,1884.45,53.05000000000002,1906.731,1862.169,False,1.119103767006855,-21.116257908603522,720.9894275878066,-34.98802622415864
2023-07-23 18:36:00+00:00,1896.7104,2023-07-23 19:50:00+00:00,1883.3411142857144,long,1.0,1883.3411142857144,stop_loss,-13.369285714285752,5.670077271428571,-19.039362985714323,ETHUSDT,2023-07-23,1874.25,53.47714285714288,1896.7104,1851.7896,False,1.0785758386738733,-20.535396900133126,700.4540306876736,-36.83971313337528
2023-07-26 18:41:00+00:00,1877.2255,2023-07-26 19:07:00+00:00,1863.6924642857143,long,1.0,1863.6924642857143,stop_loss,-13.533035714285688,5.611376946428571,-19.14441266071426,ETHUSDT,2023-07-26,1854.49,54.13214285714288,1877.2255,1831.7545,False,1.0351765050738224,-19.817846189809224,680.6361844978643,-38.626698139654906
2023-07-27 19:41:00+00:00,1854.421,2023-07-28 09:57:00+00:00,1867.837071428572,short,1.0,1867.837071428572,stop_loss,-13.416071428571511,5.583387107142858,-18.99945853571437,ETHUSDT,2023-07-27,1876.96,53.66428571428575,1899.499,1854.421,False,1.014657961716462,-19.27795187156438,661.3582326262999,-40.36500060786057
2023-07-30 19:51:00+00:00,1860.5863,2023-07-31 00:44:00+00:00,1869.7968357142856,short,1.0,1869.7968357142856,stop_loss,-9.210535714285696,5.595574703571428,-14.806110417857123,ETHUSDT,2023-07-30,1876.06,36.84214285714287,1891.5337,1860.5863,False,1.4360906968755847,-21.26291742799729,640.0953151983026,-42.2822884033997
2023-07-31 15:43:00+00:00,1856.4367,2023-08-01 13:00:00+00:00,1831.32,short,1.0,1865.3850928571428,end_of_day,25.11670000000004,5.531635049999998,19.58506495000004,ETHUSDT,2023-07-31,1871.47,35.79357142857144,1886.5033,1856.4367,False,1.430637490814594,28.019128177508907,668.1144433758116,-39.75578973837412
2023-08-01 15:30:00+00:00,1815.7319,2023-08-01 15:32:00+00:00,1825.0045785714285,short,1.0,1825.0045785714285,stop_loss,-9.272678571428514,5.461104717857143,-14.733783289285658,ETHUSDT,2023-08-01,1831.31,37.0907142857143,1846.8881,1815.7319,False,1.4410387208598883,-21.231952224619,646.8824911511924,-41.67028538618825
2023-08-02 15:15:00+00:00,1836.9948,2023-08-02 16:50:00+00:00,1846.7062285714285,short,1.0,1846.7062285714285,stop_loss,-9.711428571428542,5.525551542857144,-15.236980114285686,ETHUSDT,2023-08-02,1853.31,38.84571428571429,1869.6252,1836.9948,False,1.33220871964059,-20.298837769241665,626.5836533819509,-43.50064164140986
2023-08-03 14:59:00+00:00,1850.1329,2023-08-03 15:23:00+00:00,1840.6430785714283,long,1.0,1840.6430785714283,stop_loss,-9.489821428571531,5.536163967857142,-15.025985396428672,ETHUSDT,2023-08-03,1834.19,37.95928571428573,1850.1329,1818.2471,False,1.3205383433147566,-19.842389862071645,606.7412635198791,-45.28983976277333
2023-08-04 20:45:00+00:00,1823.1259,2023-08-05 00:49:00+00:00,1832.40215,short,1.0,1832.40215,stop_loss,-9.276250000000118,5.483292075,-14.759542075000118,ETHUSDT,2023-08-04,1838.71,37.10500000000003,1854.2941,1823.1259,False,1.3081606544021276,-19.30785221950789,587.4334113003713,-47.03083836016205
2023-08-07 01:31:00+00:00,1843.5891,2023-08-07 06:27:00+00:00,1834.62535,long,1.0,1834.62535,stop_loss,-8.963750000000118,5.517321674999998,-14.481071675000116,ETHUSDT,2023-08-06,1828.53,35.85500000000002,1843.5891,1813.4709,False,1.3106867355746845,-18.98014856132893,568.4532627390424,-48.74228775638833
2023-08-07 15:34:00+00:00,1819.2939,2023-08-07 18:19:00+00:00,1827.3272928571428,short,1.0,1827.3272928571428,stop_loss,-8.033392857142871,5.469931789285715,-13.503324646428586,ETHUSDT,2023-08-07,1832.79,32.13357142857145,1846.2861,1819.2939,False,1.4152258525078951,-19.11025413443277,549.3430086046096,-50.46546883657983
2023-08-08 18:14:00+00:00,1858.4503,2023-08-09 13:00:00+00:00,1870.76,long,1.0,1850.14655,end_of_day,12.30970000000002,5.59381545,6.715884550000021,ETHUSDT,2023-08-08,1844.5,33.21500000000002,1858.4503,1830.5497,False,1.3231202977079213,8.885923165168057,558.2289317697777,-49.6642207437738
2023-08-09 14:56:00+00:00,1853.7251,2023-08-10 13:00:00+00:00,1855.92,short,1.0,1862.4184928571428,end_of_day,-2.194900000000189,5.56446765,-7.759367650000189,ETHUSDT,2023-08-09,1868.33,34.77357142857144,1882.9349,1853.7251,False,1.2842602213958894,-9.965047216081345,548.2638845536962,-50.56277398671716
2023-08-11 02:58:00+00:00,1841.7193,2023-08-11 08:17:00+00:00,1850.2673357142853,short,1.0,1850.2673357142853,stop_loss,-8.548035714285788,5.537979953571428,-14.086015667857216,ETHUSDT,2023-08-10,1856.08,34.19214285714288,1870.4407,1841.7193,False,1.2827833267880417,-18.06930603960236,530.194578514094,-52.19209226163903
2023-08-13 22:39:00+00:00,1836.1338,2023-08-14 02:41:00+00:00,1844.5720142857144,short,1.0,1844.5720142857144,stop_loss,-8.438214285714366,5.52105872142857,-13.959273007142937,ETHUSDT,2023-08-13,1850.31,33.75285714285714,1864.4862,1836.1338,False,1.2566511362758284,-17.54193628601067,512.6526422280833,-53.773857344684885
2023-08-15 19:07:00+00:00,1829.5227,2023-08-16 13:00:00+00:00,1824.28,short,1.0,1836.9496642857143,end_of_day,5.2427000000000135,5.480704050000001,-0.2380040499999873,ETHUSDT,2023-08-15,1842.0,29.707857142857133,1854.4773,1829.5227,False,1.3805173217654034,-0.32856871367530166,512.3240735144079,-53.80348454832987
2023-08-16 20:29:00+00:00,1812.8536,2023-08-17 13:00:00+00:00,1789.02,short,1.0,1819.6907428571428,end_of_day,23.833599999999933,5.4028104,18.430789599999933,ETHUSDT,2023-08-16,1824.34,27.34857142857142,1835.8264,1812.8536,False,1.4986496091102517,27.62129562963319,539.9453691440413,-51.312858641183965
2023-08-17 14:42:00+00:00,1777.7756,2023-08-18 13:00:00+00:00,1678.14,short,1.0,1784.9627428571428,end_of_day,99.63559999999984,5.183873399999996,94.45172659999984,ETHUSDT,2023-08-17,1789.85,28.748571428571413,1801.9244,1777.7756,False,1.502531339299667,141.91667926746376,681.8620484115049,-38.51616138341842
2023-08-19 15:49:00+00:00,1679.8343,2023-08-19 20:17:00+00:00,1667.159121428571,long,1.0,1667.159121428571,stop_loss,-12.67517857142866,5.020490132142857,-17.695668703571517,ETHUSDT,2023-08-19,1658.54,50.70071428571426,1679.8343,1637.2457,False,1.0759012893885223,-19.038792774764715,662.8232556367402,-40.232898757415406
2023-08-21 15:28:00+00:00,1647.3308,2023-08-21 16:20:00+00:00,1660.7350857142856,short,1.0,1660.7350857142856,stop_loss,-13.404285714285606,4.962098828571428,-18.36638454285704,ETHUSDT,2023-08-21,1669.85,53.61714285714282,1692.3692,1647.3308,False,0.9889721388590477,-18.16384260445708,644.659413032283,-41.87074144121213
2023-08-22 16:14:00+00:00,1639.9886,2023-08-23 06:48:00+00:00,1653.2453857142857,short,1.0,1653.2453857142857,stop_loss,-13.256785714285796,4.939850978571428,-18.196636692857226,ETHUSDT,2023-08-22,1662.26,53.02714285714281,1684.5314,1639.9886,False,0.9725727290554071,-17.69755260800191,626.9618604242812,-43.46653852508528
2023-08-23 16:13:00+00:00,1660.9000999999998,2023-08-24 13:00:00+00:00,1666.91,long,1.0,1646.8702785714283,end_of_day,6.009900000000243,4.991715149999999,1.0181848500002442,ETHUSDT,2023-08-23,1637.33,56.11928571428569,1660.9000999999998,1613.7599,False,0.8937560091071216,0.9100088280695515,627.8718692523507,-43.384482578350834
2023-08-24 15:00:00+00:00,1642.0304,2023-08-24 23:47:00+00:00,1656.857542857143,short,1.0,1656.857542857143,stop_loss,-14.827142857142915,4.948331914285717,-19.77547477142864,ETHUSDT,2023-08-24,1666.94,59.308571428571405,1691.8496,1642.0304,False,0.8469222631788111,-16.748289848853826,611.1235794034969,-44.89468416908258
2023-08-28 09:18:00+00:00,1624.1821,2023-08-28 11:54:00+00:00,1639.6629928571429,short,1.0,1639.6629928571429,stop_loss,-15.480892857142862,4.895767639285715,-20.376660496428578,ETHUSDT,2023-08-27,1650.19,61.92357142857144,1676.1979,1624.1821,False,0.7895198100560794,-16.08777712471751,595.0358022787796,-46.34532700034148
2023-08-29 14:20:00+00:00,1671.7207,2023-08-30 13:00:00+00:00,1716.45,long,1.0,1655.8155214285714,end_of_day,44.72929999999997,5.082256049999998,39.64704394999997,ETHUSDT,2023-08-29,1645.0,63.62071428571431,1671.7207,1618.2793,False,0.7482290118360249,29.665068516927924,624.7008707957075,-43.67041307971234
2023-08-31 15:42:00+00:00,1679.4390999999998,2023-09-01 13:00:00+00:00,1646.02,short,1.0,1696.2074928571426,end_of_day,33.419099999999844,4.9881886500000014,28.43091134999984,ETHUSDT,2023-08-31,1707.61,67.07357142857146,1735.7809,1679.4390999999998,False,0.7450933146877058,21.183681977363698,645.8845527730712,-41.76026998400043
2023-09-01 14:48:00+00:00,1625.3959,2023-09-01 15:22:00+00:00,1637.7257214285714,short,1.0,1637.7257214285714,stop_loss,-12.32982142857145,4.894682432142858,-17.224503860714307,ETHUSDT,2023-09-01,1646.11,49.31928571428575,1666.8240999999998,1625.3959,False,1.0476786813414614,-18.045745491554076,627.838807281517,-43.387463792635785
2023-09-05 03:09:00+00:00,1610.0815,2023-09-05 04:42:00+00:00,1621.7591785714285,short,1.0,1621.7591785714285,stop_loss,-11.677678571428489,4.847761017857145,-16.525439589285632,ETHUSDT,2023-09-04,1629.7,46.71071428571432,1649.3185,1610.0815,False,1.075280165387728,-17.76947741467196,610.069329866845,-44.98974637194916
2023-09-06 17:05:00+00:00,1614.0242999999998,2023-09-06 17:40:00+00:00,1624.4919785714285,short,1.0,1624.4919785714285,stop_loss,-10.467678571428678,4.857774417857144,-15.325452989285822,ETHUSDT,2023-09-06,1631.61,41.870714285714335,1649.1957,1614.0242999999998,False,1.1656248817804125,-17.863729328867553,592.2056005379775,-46.60052769304644
2023-09-07 21:00:00+00:00,1642.794,2023-09-08 10:00:00+00:00,1632.386857142857,long,1.0,1632.386857142857,stop_loss,-10.407142857142844,4.912771285714285,-15.31991414285713,ETHUSDT,2023-09-07,1625.31,41.62857142857148,1642.794,1607.826,False,1.1380752790022677,-17.435215562422915,574.7703849755546,-48.17266971558995
2023-09-10 16:49:00+00:00,1607.9586,2023-09-10 19:58:00+00:00,1618.2153857142855,short,1.0,1618.2153857142855,stop_loss,-10.256785714285796,4.839260978571428,-15.096046692857223,ETHUSDT,2023-09-10,1625.19,41.02714285714288,1642.4214000000002,1607.9586,False,1.120761222836155,-16.919063751478355,557.8513212240762,-49.69827007370192
2023-09-11 14:09:00+00:00,1575.6795,2023-09-12 03:22:00+00:00,1586.1143214285714,short,1.0,1586.1143214285714,stop_loss,-10.434821428571468,4.742690732142858,-15.177512160714326,ETHUSDT,2023-09-11,1593.21,41.73928571428574,1610.7405,1575.6795,False,1.0692110546264457,-16.22796378396307,541.6233574401132,-51.16155360545637
2023-09-12 16:30:00+00:00,1623.2185,2023-09-12 16:31:00+00:00,1611.505107142857,long,1.0,1611.505107142857,stop_loss,-11.713392857142937,4.852085410714285,-16.56547826785722,ETHUSDT,2023-09-12,1603.54,46.85357142857145,1623.2185,1583.8615,False,0.924793292679203,-15.319643192137457,526.3037142479757,-52.542933419574645
2023-09-13 15:28:00+00:00,1618.1863999999998,2023-09-13 15:51:00+00:00,1607.5635428571427,long,1.0,1607.5635428571427,stop_loss,-10.622857142857129,4.838624914285713,-15.461482057142842,ETHUSDT,2023-09-13,1600.34,42.49142857142858,1618.1863999999998,1582.4936,False,0.9908891876642918,-15.320615395688293,510.9830988522874,-53.92440089776861
2023-09-14 15:00:00+00:00,1641.4659,2023-09-14 15:23:00+00:00,1630.5814357142858,long,1.0,1630.5814357142858,stop_loss,-10.88446428571433,4.908071003571429,-15.79253528928576,ETHUSDT,2023-09-14,1623.18,43.53785714285714,1641.4659,1604.8941,False,0.9389219082154642,-14.827957369376245,496.1551414829112,-55.26144515772731
2023-09-15 21:13:00+00:00,1635.6603,2023-09-16 13:00:00+00:00,1636.13,long,1.0,1625.6779785714286,end_of_day,0.4697000000001026,4.907685450000001,-4.437985449999898,ETHUSDT,2023-09-15,1618.89,39.92928571428571,1635.6603,1602.1197000000002,False,0.9940676525659009,-4.411657778403022,491.74348370450815,-55.65924652460323
2023-09-17 01:02:00+00:00,1619.5078,2023-09-17 04:50:00+00:00,1629.4495857142858,short,1.0,1629.4495857142858,stop_loss,-9.941785714285745,4.87343607857143,-14.815221792857171,ETHUSDT,2023-09-16,1636.21,39.76714285714286,1652.9122,1619.5078,False,0.9892457911216149,-14.655895803117183,477.087587901391,-56.98077590791404
2023-09-17 20:59:00+00:00,1613.7925,2023-09-18 02:24:00+00:00,1623.7791071428571,short,1.0,1623.7791071428571,stop_loss,-9.98660714285711,4.856357410714285,-14.842964553571395,ETHUSDT,2023-09-17,1630.57,39.94642857142856,1647.3475,1613.7925,False,0.9554548027707823,-14.181781770066271,462.90580613132465,-58.259554194046345
2023-09-18 17:19:00+00:00,1646.5388,2023-09-19 09:41:00+00:00,1657.3073714285715,short,1.0,1657.3073714285715,stop_loss,-10.768571428571477,4.955769257142858,-15.724340685714337,ETHUSDT,2023-09-18,1664.63,43.07428571428572,1682.7212000000002,1646.5388,False,0.8597348482141844,-13.51876365270074,449.3870424786239,-59.47854780815749
2023-09-20 09:46:00+00:00,1624.9618,2023-09-20 13:00:00+00:00,1625.64,short,1.0,1635.9250142857145,end_of_day,-0.6782000000000608,4.875902700000001,-5.554102700000062,ETHUSDT,2023-09-19,1643.38,43.85285714285711,1661.7982000000002,1624.9618,False,0.8198089187478441,-4.553302929101532,444.8337395495224,-59.889121388425636
2023-09-20 19:19:00+00:00,1606.6,2023-09-20 20:02:00+00:00,1617.885714285714,short,1.0,1617.885714285714,stop_loss,-11.28571428571422,4.836728571428573,-16.122442857142794,ETHUSDT,2023-09-20,1625.56,45.14285714285711,1644.52,1606.6,False,0.7883129561637318,-12.709530589295078,432.1242089602273,-61.03514605641409
2023-09-21 13:33:00+00:00,1571.4875000000002,2023-09-21 14:21:00+00:00,1582.5901785714289,short,1.0,1582.5901785714289,stop_loss,-11.102678571428669,4.731116517857142,-15.833795089285813,ETHUSDT,2023-09-21,1590.14,44.410714285714256,1608.7925,1571.4875000000002,False,0.778414337009169,-12.325253106765452,419.79895585346185,-62.146520233478654
2023-09-24 23:27:00+00:00,1576.71,2023-09-25 01:07:00+00:00,1587.442142857143,short,1.0,1587.442142857143,stop_loss,-10.73214285714289,4.746228214285715,-15.478371071428604,ETHUSDT,2023-09-24,1594.74,42.92857142857141,1612.77,1576.71,False,0.7823208495106095,-12.109052405640469,407.6899034478214,-63.2383994862433
2023-09-25 15:22:00+00:00,1587.7245,2023-09-26 13:00:00+00:00,1586.12,long,1.0,1577.2575357142855,end_of_day,-1.6045000000001437,4.76076675,-6.365266750000144,ETHUSDT,2023-09-25,1570.14,41.86785714285712,1587.7245,1552.5555000000002,False,0.7790031423041021,-4.958562799853931,402.7313406479675,-63.68551554977352
2023-09-27 09:40:00+00:00,1602.0794,2023-09-27 13:00:00+00:00,1623.28,long,1.0,1592.8119000000002,end_of_day,21.20059999999989,4.8380391,16.362560899999895,ETHUSDT,2023-09-26,1586.51,37.06999999999997,1602.0794,1570.9406,False,0.8691261735051978,14.221129943762675,416.95247059173016,-62.40318921933071
2023-09-27 14:22:00+00:00,1607.0007,2023-09-28 06:55:00+00:00,1616.4705214285714,short,1.0,1616.4705214285714,stop_loss,-9.469821428571322,4.835206832142857,-14.30502826071418,ETHUSDT,2023-09-27,1622.91,37.87928571428568,1638.8193,1607.0007,False,0.8805920443943043,-12.596894081220597,404.35557651050954,-63.539057397599706
2023-09-28 14:38:00+00:00,1637.6989999999998,2023-09-29 13:00:00+00:00,1672.46,long,1.0,1628.0865,end_of_day,34.761000000000195,4.965238499999998,29.7957615000002,ETHUSDT,2023-09-28,1621.55,38.44999999999997,1637.6989999999998,1605.401,False,0.8413119927396866,25.067531482761602,429.4231079932712,-61.27870566840059
2023-09-29 14:09:00+00:00,1655.1877,2023-09-29 14:15:00+00:00,1665.4628785714283,short,1.0,1665.4628785714283,stop_loss,-10.275178571428569,4.980975867857143,-15.256154439285712,ETHUSDT,2023-09-29,1672.45,41.10071428571426,1689.7123,1655.1877,False,0.8358455378816407,-12.751788613310147,416.671319379961,-62.42854076334397
2023-09-30 15:45:00+00:00,1690.2003,2023-09-30 15:52:00+00:00,1680.14655,long,1.0,1680.14655,stop_loss,-10.053750000000036,5.055520274999999,-15.109270275000036,ETHUSDT,2023-09-30,1673.31,40.21499999999998,1690.2003,1656.4197,False,0.8288873691507347,-12.523883288032177,404.14743609192885,-63.5578255222305
2023-10-01 20:03:00+00:00,1669.4904,2023-10-01 22:14:00+00:00,1679.7282571428573,short,1.0,1679.7282571428573,stop_loss,-10.237857142857138,5.023827985714286,-15.261685128571424,ETHUSDT,2023-10-01,1686.69,40.951428571428565,1703.8896,1669.4904,False,0.7895156778464922,-12.049339679363797,392.09809641256504,-64.64432044889239
2023-10-02 14:09:00+00:00,1710.5191,2023-10-03 13:00:00+00:00,1655.23,short,1.0,1721.5374928571428,end_of_day,55.28909999999996,5.048623649999996,50.240476349999966,ETHUSDT,2023-10-02,1729.03,44.07357142857141,1747.5409,1710.5191,False,0.711715585923013,35.756930062491506,427.85502647505655,-61.42010035553438
2023-10-04 00:31:00+00:00,1634.992,2023-10-04 08:43:00+00:00,1646.967,short,1.0,1646.967,stop_loss,-11.974999999999907,4.922938500000001,-16.89793849999991,ETHUSDT,2023-10-03,1655.11,47.89999999999999,1675.2279999999998,1634.992,False,0.714580420000087,-12.074935990465576,415.780090484591,-62.5089033142456
2023-10-05 15:37:00+00:00,1613.4092,2023-10-06 07:22:00+00:00,1624.951342857143,short,1.0,1624.951342857143,stop_loss,-11.542142857142837,4.857540814285713,-16.399683671428548,ETHUSDT,2023-10-05,1632.8,46.16857142857141,1652.1908,1613.4092,False,0.7204556305197463,-11.815244439823442,403.96484604476757,-63.57428975721589
2023-10-06 13:32:00+00:00,1634.0001000000002,2023-10-07 13:00:00+00:00,1639.07,long,1.0,1622.3274214285716,end_of_day,5.069899999999734,4.90960515,0.1602948499997341,ETHUSDT,2023-10-06,1614.39,46.69071428571426,1634.0001000000002,1594.7799,False,0.6921544932001449,0.1109488006641592,404.0757948454317,-63.564285448909494
2023-10-08 10:46:00+00:00,1618.3522,2023-10-08 13:00:00+00:00,1620.07,short,1.0,1630.731842857143,end_of_day,-1.7177999999998974,4.8576333,-6.575433299999897,ETHUSDT,2023-10-07,1639.15,49.51857142857141,1659.9478,1618.3522,False,0.6528068693230266,-4.2924880270153105,399.78330681841635,-63.95134122028063
2023-10-09 09:49:00+00:00,1598.7734999999998,2023-10-09 13:00:00+00:00,1586.99,short,1.0,1611.4797499999995,end_of_day,11.783499999999776,4.77864525,7.004854749999776,ETHUSDT,2023-10-08,1620.12,50.82499999999998,1641.4665,1598.7734999999998,False,0.629270330456941,4.407947263335232,404.1912540817516,-63.5538744323861
2023-10-09 16:02:00+00:00,1563.8248,2023-10-09 16:03:00+00:00,1576.8398000000002,short,1.0,1576.8398000000002,stop_loss,-13.0150000000001,4.710996900000001,-17.7259969000001,ETHUSDT,2023-10-09,1585.69,52.06,1607.5552,1563.8248,False,0.6211160262493259,-11.009900755835933,393.18135332591567,-64.54664263650217
2023-10-10 20:45:00+00:00,1551.0598000000002,2023-10-10 21:16:00+00:00,1564.494442857143,short,1.0,1564.494442857143,stop_loss,-13.434642857142762,4.673331364285716,-18.10797422142848,ETHUSDT,2023-10-10,1573.63,53.73857142857143,1596.2002,1551.0598000000002,False,0.5853246081891553,-10.59904291625695,382.5823104096587,-65.50236358573454
2023-10-11 17:49:00+00:00,1549.2995,2023-10-11 19:43:00+00:00,1562.573607142857,short,1.0,1562.573607142857,stop_loss,-13.274107142857249,4.667809660714283,-17.94191680357153,ETHUSDT,2023-10-11,1571.6,53.09642857142858,1593.9005,1549.2995,False,0.5764339646987586,-10.342330237378016,372.23998017228064,-66.43493662556823
2023-10-12 16:26:00+00:00,1527.0318,2023-10-12 16:33:00+00:00,1540.0664428571429,short,1.0,1540.0664428571429,stop_loss,-13.0346428571429,4.600647364285713,-17.635290221428612,ETHUSDT,2023-10-12,1548.93,52.138571428571446,1570.8282000000002,1527.0318,False,0.5711548590198557,-10.072481700194299,362.1674984720863,-67.343177289154
2023-10-13 21:02:00+00:00,1573.8174,2023-10-13 21:11:00+00:00,1561.2713285714285,long,1.0,1561.2713285714285,stop_loss,-12.546071428571397,4.702633092857141,-17.248704521428536,ETHUSDT,2023-10-13,1552.74,50.18428571428574,1573.8174,1531.6626,False,0.5773400869491564,-9.958368568161857,352.20912990392446,-68.24112831510666
2023-10-16 05:16:00+00:00,1573.4731000000002,2023-10-16 13:00:00+00:00,1584.86,long,1.0,1561.066492857143,end_of_day,11.38689999999974,4.73749965,6.649400349999741,ETHUSDT,2023-10-15,1552.63,49.626428571428605,1573.4731000000002,1531.7869,False,0.5677767109869376,3.775374660758245,355.98450456468265,-67.90070091208584
2023-10-17 18:53:00+00:00,1555.0817,2023-10-18 00:10:00+00:00,1565.9675928571428,short,1.0,1565.9675928571428,stop_loss,-10.885892857142837,4.681573939285714,-15.56746679642855,ETHUSDT,2023-10-17,1573.37,43.54357142857147,1591.6582999999998,1555.0817,False,0.6540290433431964,-10.181575416145138,345.8029291485375,-68.81877861007062
2023-10-18 20:00:00+00:00,1560.4539,2023-10-19 13:00:00+00:00,1551.95,short,1.0,1571.148007142857,end_of_day,8.50389999999993,4.6686058500000005,3.83529414999993,ETHUSDT,2023-10-18,1578.42,42.77642857142861,1596.3861000000002,1560.4539,False,0.6467167843544749,2.480349099741484,348.283278248279,-68.59512430328444
2023-10-19 16:16:00+00:00,1570.707,2023-10-19 17:43:00+00:00,1559.8337857142858,long,1.0,1559.8337857142858,stop_loss,-10.873214285714312,4.695811178571429,-15.56902546428574,ETHUSDT,2023-10-19,1552.44,43.4928571428572,1570.707,1534.173,False,0.640626164621567,-9.973925070080885,338.3093531781981,-69.49447806671995
2023-10-21 14:55:00+00:00,1622.2787,2023-10-22 13:00:00+00:00,1630.62,long,1.0,1611.3985214285717,end_of_day,8.34129999999982,4.87934805,3.46195194999982,ETHUSDT,2023-10-21,1604.0,43.520714285714334,1622.2787,1585.7213,False,0.6218819865082141,2.1529255558618736,340.46227873405996,-69.30034770305107
2023-10-22 22:43:00+00:00,1649.8577,2023-10-23 13:00:00+00:00,1676.3,long,1.0,1638.5971642857144,end_of_day,26.44229999999993,4.989236550000001,21.45306344999993,ETHUSDT,2023-10-22,1630.94,45.04214285714291,1649.8577,1612.0223,False,0.6046999669867107,12.972666759978768,353.43494549403874,-68.13059591622648
2023-10-23 18:15:00+00:00,1696.3429,2023-10-23 18:44:00+00:00,1684.567364285714,long,1.0,1684.567364285714,stop_loss,-11.775535714285752,5.071365396428572,-16.846901110714324,ETHUSDT,2023-10-23,1676.56,47.10214285714291,1696.3429,1656.7771,False,0.6002868218814846,-10.112972726302354,343.3219727677364,-69.04248767569075
2023-10-25 15:33:00+00:00,1811.1456,2023-10-25 16:27:00+00:00,1796.1541714285715,long,1.0,1796.1541714285715,stop_loss,-14.991428571428514,5.410949657142858,-20.40237822857137,ETHUSDT,2023-10-25,1785.96,59.965714285714334,1811.1456,1760.7744,False,0.45802435856187673,-9.3447862012782,333.97718656645816,-69.88511167572763
2023-10-27 17:07:00+00:00,1765.5044,2023-10-27 20:37:00+00:00,1781.8886857142857,short,1.0,1781.8886857142857,stop_loss,-16.384285714285625,5.321089628571428,-21.705375342857053,ETHUSDT,2023-10-27,1793.03,65.53714285714287,1820.5556,1765.5044,False,0.4076798859473753,-8.848844944220936,325.12834162223726,-70.68301640698684
2023-10-30 09:26:00+00:00,1828.5108,2023-10-30 10:28:00+00:00,1811.2900857142856,long,1.0,1811.2900857142856,stop_loss,-17.220714285714394,5.459701328571427,-22.68041561428582,ETHUSDT,2023-10-29,1799.58,68.88285714285715,1828.5108,1770.6491999999998,False,0.37760145860146,-8.564158017641654,316.56418360459566,-71.4552507770772
