entry_time,entry_price,exit_time,exit_price,direction,size,stop_level,exit_reason,raw_pnl,fees,net_pnl,symbol,day,prev_close,prev_atr,upper_level,lower_level,isFiltered,position_size,portfolio_pnl,equity,drawdown
2023-06-24 16:03:00+00:00,1866.2888,2023-06-24 18:03:00+00:00,1883.646657142857,short,1.0,1883.646657142857,stop_loss,-17.35785714285703,5.624903185714285,-22.98276032857132,ETHUSDT,2023-06-24,1895.45,69.43142857142854,1924.6112,1866.2888,False,1.1705049401134908,-26.901434502037088,988.9714422728825,-10.823955234391558
2023-06-25 15:02:00+00:00,1882.89,2023-06-25 20:17:00+00:00,1900.4792857142857,short,1.0,1900.4792857142857,stop_loss,-17.58928571428578,5.67505392857143,-23.26433964285721,ETHUSDT,2023-06-25,1912.44,70.35714285714285,1941.99,1882.89,False,1.124515751619938,-26.161116379429096,962.8103258934534,-13.18291605535179
2023-06-26 16:45:00+00:00,1854.8675,2023-06-27 02:58:00+00:00,1872.27375,short,1.0,1872.27375,stop_loss,-17.40625,5.590711875,-22.996961875,ETHUSDT,2023-06-26,1884.11,69.62499999999999,1913.3525,1854.8675,False,1.1062811644018138,-25.44110576077912,937.3692201326743,-15.476953162222888
2023-06-28 02:51:00+00:00,1852.8285,2023-06-28 13:00:00+00:00,1853.1,short,1.0,1870.72225,end_of_day,-0.2714999999998326,5.55889275,-5.830392749999833,ETHUSDT,2023-06-27,1882.89,71.57499999999997,1912.9515,1852.8285,False,1.0477057298025028,-6.108535891173796,931.2606842415005,-16.027762868953864
2023-06-28 19:30:00+00:00,1820.3944,2023-06-29 01:17:00+00:00,1838.9751142857144,short,1.0,1838.9751142857144,stop_loss,-18.580714285714294,5.489054271428572,-24.069768557142865,ETHUSDT,2023-06-28,1851.61,74.32285714285713,1882.8256,1820.3944,False,1.0023949240288197,-24.127413824228494,907.133270417272,-18.20334372326339
2023-06-30 04:40:00+00:00,1894.5755,2023-06-30 05:52:00+00:00,1877.0960357142856,long,1.0,1877.0960357142856,stop_loss,-17.479464285714357,5.657507303571428,-23.136971589285785,ETHUSDT,2023-06-29,1865.21,69.91785714285712,1894.5755,1835.8445,False,1.0379417304667116,-24.01482832914243,883.1184420881295,-20.36877268771988
2023-07-02 15:24:00+00:00,1887.2057,2023-07-02 15:25:00+00:00,1905.05945,short,1.0,1905.05945,stop_loss,-17.85374999999999,5.6883977250000015,-23.542147724999992,ETHUSDT,2023-07-02,1917.2,71.41499999999996,1947.1943,1887.2057,False,0.9892806184562124,-23.289790461175507,859.8286516269541,-22.468824628526434
2023-07-05 08:18:00+00:00,1925.5911,2023-07-05 13:00:00+00:00,1903.45,short,1.0,1943.9952071428568,end_of_day,22.14110000000005,5.74356165,16.39753835000005,ETHUSDT,2023-07-04,1956.51,73.61642857142854,1987.4289,1925.5911,False,0.9343877917605865,15.32165964916608,875.1503112761201,-21.087262989479186
2023-07-06 08:36:00+00:00,1930.1196,2023-07-06 11:57:00+00:00,1912.7031714285715,long,1.0,1912.7031714285715,stop_loss,-17.41642857142847,5.764234157142859,-23.180662728571328,ETHUSDT,2023-07-05,1900.86,69.66571428571426,1930.1196,1871.6004,False,1.0049710337420135,-23.29589458515729,851.8544166909628,-23.18786534216842
2023-07-06 14:28:00+00:00,1871.8421,2023-07-06 15:44:00+00:00,1888.376564285714,short,1.0,1888.376564285714,stop_loss,-16.534464285714193,5.640327996428571,-22.174792282142764,ETHUSDT,2023-07-06,1899.62,66.13785714285713,1927.3979,1871.8421,False,1.0303985686757067,-22.848874228201012,829.0055424627618,-25.248159647871525
2023-07-10 00:11:00+00:00,1848.7374,2023-07-10 02:52:00+00:00,1864.3699,short,1.0,1864.3699,stop_loss,-15.632499999999936,5.569660949999999,-21.202160949999936,ETHUSDT,2023-07-09,1875.0,62.52999999999999,1901.2626,1848.7374,False,1.0606179977134373,-22.48739349398696,806.5181489687749,-27.275859056737072
2023-07-10 18:41:00+00:00,1886.7369,2023-07-10 22:02:00+00:00,1871.4113642857144,long,1.0,1871.4113642857144,stop_loss,-15.325535714285706,5.637222396428573,-20.96275811071428,ETHUSDT,2023-07-10,1860.99,61.30214285714284,1886.7369,1835.2431,False,1.0525154409016564,-22.063626595413215,784.4545223733617,-29.265347194475776
2023-07-12 06:37:00+00:00,1894.561,2023-07-12 13:00:00+00:00,1885.88,long,1.0,1879.7806428571428,end_of_day,-8.680999999999813,5.6706615,-14.351661499999812,ETHUSDT,2023-07-11,1869.73,59.12142857142856,1894.561,1844.899,False,1.0614824997682308,-15.234037524847277,769.2204848485144,-30.639007903175887
