symbol,strategy_id,signal_time,entry_time,exit_time,direction,entry_price,exit_price,stop_level,tp_level,raw_pnl,fees,net_pnl,exit_reason,position_size,portfolio_pnl,equity,drawdown
ETHUSDT,bb_trendline_rr4,2025-07-20 09:00:00+00:00,2025-07-20 09:00:00+00:00,2025-07-23 13:49:00+00:00,long,3711.56,3599.5370000000003,3599.5370000000003,4159.651999999998,-112.02299999999968,21.933291,-133.95629099999968,bb_middle_stop,0.1860250009657483,-24.919219162643003,1017.0347149966551,-2.391585495835678
ETHUSDT,bb_trendline_rr4,2025-07-23 14:00:00+00:00,2025-07-23 14:00:00+00:00,2025-07-24 14:46:00+00:00,short,3586.65,3697.044,3697.044,3145.074000000003,-110.39399999999932,21.851082,-132.24508199999931,bb_middle_stop,0.18425543326569507,-24.366874881167245,992.6678401154878,-4.730160559696609
ETHUSDT,bb_trendline_rr4,2025-07-24 15:00:00+00:00,2025-07-24 15:00:00+00:00,2025-07-25 02:47:00+00:00,long,3735.34,3621.762,3621.762,4189.652,-113.57799999999996,22.071306000000003,-135.64930599999997,bb_middle_stop,0.17479931678942895,-23.71140601176018,968.9564341037277,-7.005827960568002
ETHUSDT,bb_trendline_rr4,2025-07-25 04:00:00+00:00,2025-07-25 04:00:00+00:00,2025-07-25 08:49:00+00:00,short,3595.01,3680.8615,3680.8615,3251.604000000001,-85.85149999999976,21.827614500000003,-107.67911449999976,bb_middle_stop,0.22572848094762007,-24.306242945869794,944.6501911578579,-9.338583963402364
ETHUSDT,bb_trendline_rr4,2025-07-27 03:00:00+00:00,2025-07-27 03:00:00+00:00,2025-07-27 09:53:00+00:00,long,3786.0,3748.2265,3748.2265,3937.094000000001,-37.77350000000024,22.6026795,-60.37617950000024,bb_middle_stop,0.500165561125055,-30.19808569820466,914.4521054596532,-12.236800929449908
ETHUSDT,bb_trendline_rr4,2025-07-27 11:00:00+00:00,2025-07-27 11:00:00+00:00,2025-07-28 18:05:00+00:00,long,3818.12,3761.6965,3761.6965,4043.814000000001,-56.42350000000033,22.7394495,-79.16294950000034,bb_middle_stop,0.3241387384545996,-25.659778583275287,888.792326876378,-14.699460529077882
ETHUSDT,bb_trendline_rr4,2025-07-29 08:00:00+00:00,2025-07-29 08:00:00+00:00,2025-07-29 14:06:00+00:00,long,3877.13,3800.476,3800.476,4183.746,-76.654,23.032818,-99.686818,bb_middle_stop,0.2318971813281441,-23.1170921097717,865.6752347666062,-16.91808952522672
ETHUSDT,bb_trendline_rr4,2025-07-30 19:00:00+00:00,2025-07-30 19:00:00+00:00,2025-07-30 23:30:00+00:00,short,3736.95,3792.3425,3792.3425,3515.3799999999983,-55.39250000000038,22.5878775,-77.98037750000037,bb_middle_stop,0.312560449435068,-24.37358183851638,841.3016529280899,-19.257308279478284
ETHUSDT,bb_trendline_rr4,2025-07-31 01:00:00+00:00,2025-07-31 01:00:00+00:00,2025-07-31 13:34:00+00:00,long,3843.05,3787.9685,3787.9685,4063.3759999999993,-55.08149999999978,22.8930555,-77.97455549999978,bb_middle_stop,0.3054752150642543,-23.819294110902064,817.4823588171878,-21.543330082363525
ETHUSDT,bb_trendline_rr4,2025-07-31 20:00:00+00:00,2025-07-31 20:00:00+00:00,2025-08-03 00:37:00+00:00,short,3735.35,3363.734,3828.254,3363.734,371.616,21.297252,350.318748,take_profit_rr,0.17598431904270811,61.65060631467407,879.1329651318619,-15.626503599586538
ETHUSDT,bb_trendline_rr4,2025-08-03 11:00:00+00:00,2025-08-03 11:00:00+00:00,2025-08-04 16:41:00+00:00,long,3482.86,3685.9660000000017,3432.0835,3685.9660000000017,203.1060000000016,21.506478000000005,181.5995220000016,take_profit_rr,0.34627552711662396,62.8834702046775,942.0164353365393,-9.591354813914448
ETHUSDT,bb_trendline_rr4,2025-08-04 17:00:00+00:00,2025-08-04 17:00:00+00:00,2025-08-05 14:45:00+00:00,long,3683.27,3561.108,3561.108,4171.918,-122.1619999999998,21.733134000000003,-143.8951339999998,bb_middle_stop,0.15422413440129348,-22.19210248570811,919.8243328508313,-11.721209288106124
ETHUSDT,bb_trendline_rr4,2025-08-05 15:00:00+00:00,2025-08-05 15:00:00+00:00,2025-08-06 15:58:00+00:00,short,3575.84,3664.7475,3664.7475,3220.210000000001,-88.9074999999998,21.7217625,-110.6292624999998,bb_middle_stop,0.2069171516128185,-22.891091881526755,896.9332409693045,-13.9181482439532
ETHUSDT,bb_trendline_rr4,2025-08-06 16:00:00+00:00,2025-08-06 16:00:00+00:00,2025-08-07 22:47:00+00:00,long,3663.16,3888.771999999999,3606.757,3888.771999999999,225.6119999999992,22.655796,202.9562039999992,take_profit_rr,0.3180445157063658,64.54910761078213,961.4823485800866,-7.723142352175107
ETHUSDT,bb_trendline_rr4,2025-08-08 14:00:00+00:00,2025-08-08 14:00:00+00:00,2025-08-12 12:40:00+00:00,long,3999.39,4392.972,3900.9945,4392.972,393.5819999999999,25.177086,368.4049139999999,take_profit_rr,0.19543217902852988,71.99817510783814,1033.4805236879247,-0.8132231371831432
ETHUSDT,bb_trendline_rr4,2025-08-12 13:00:00+00:00,2025-08-12 13:00:00+00:00,2025-08-18 03:33:00+00:00,long,4405.0,4280.964,4280.964,4901.144,-124.03600000000006,26.057892,-150.09389200000007,bb_middle_stop,0.16664202710308684,-25.011950418671802,1008.4685732692529,-3.213708379254106
ETHUSDT,bb_trendline_rr4,2025-08-18 04:00:00+00:00,2025-08-18 04:00:00+00:00,2025-08-22 14:08:00+00:00,short,4317.62,4487.659,4487.659,3637.464000000001,-170.03899999999976,26.415837,-196.45483699999977,bb_middle_stop,0.11861614962088156,-23.30271633933787,985.1658569299151,-5.450152388474117
ETHUSDT,bb_trendline_rr4,2025-08-22 15:00:00+00:00,2025-08-22 15:00:00+00:00,2025-08-29 14:05:00+00:00,long,4611.64,4290.294,4290.294,5897.024000000002,-321.34600000000046,26.70580200000001,-348.05180200000046,bb_middle_stop,0.06131496000758767,-21.34078232019885,963.8250746097162,-7.498302658900198
ETHUSDT,bb_trendline_rr4,2025-08-29 15:00:00+00:00,2025-08-29 15:00:00+00:00,2025-08-31 00:45:00+00:00,short,4280.64,4422.463,4422.463,3713.3480000000022,-141.8229999999994,26.109309,-167.9323089999994,bb_middle_stop,0.13591943120787459,-22.82526392070496,940.9998106890113,-9.688923872794991
ETHUSDT,bb_trendline_rr4,2025-08-31 01:00:00+00:00,2025-08-31 01:00:00+00:00,2025-09-01 00:04:00+00:00,long,4465.65,4374.861999999999,4374.861999999999,4828.8020000000015,-90.78800000000048,26.521536,-117.30953600000046,bb_middle_stop,0.20729607672578007,-24.317806575321754,916.6820041136896,-12.022789677998995
ETHUSDT,bb_trendline_rr4,2025-09-01 01:00:00+00:00,2025-09-01 01:00:00+00:00,2025-09-01 07:54:00+00:00,short,4394.28,4456.1565,4456.1565,4146.773999999999,-61.87650000000031,26.5513095,-88.42780950000031,bb_middle_stop,0.2962940709683594,-26.200635663569656,890.4813684501198,-14.537357242323207
ETHUSDT,bb_trendline_rr4,2025-09-01 18:00:00+00:00,2025-09-01 18:00:00+00:00,2025-09-02 06:08:00+00:00,short,4321.12,4399.4875,4399.4875,4007.649999999999,-78.36750000000029,26.1618225,-104.52932250000028,bb_middle_stop,0.22725782204360637,-23.755106171043803,866.7262622790761,-16.817218701861776
ETHUSDT,bb_trendline_rr4,2025-09-03 11:00:00+00:00,2025-09-03 11:00:00+00:00,2025-09-04 15:11:00+00:00,long,4370.09,4318.371999999999,4318.371999999999,4576.962000000003,-51.71800000000076,26.065386,-77.78338600000076,bb_middle_stop,0.3351739287207792,-26.070963074825112,840.6552992042509,-19.319341129746324
ETHUSDT,bb_trendline_rr4,2025-09-04 16:00:00+00:00,2025-09-04 16:00:00+00:00,2025-09-05 07:46:00+00:00,short,4302.4,4404.28,4404.28,3894.879999999999,-101.88000000000012,26.120040000000003,-128.00004000000013,bb_middle_stop,0.16502852359722214,-21.123657621585398,819.5316415826655,-21.346653175804196
ETHUSDT,bb_trendline_rr4,2025-09-05 08:00:00+00:00,2025-09-05 08:00:00+00:00,2025-09-05 14:25:00+00:00,long,4414.51,4325.62,4325.62,4770.0700000000015,-88.89000000000033,26.22039,-115.11039000000034,bb_middle_stop,0.18439231445216833,-21.225471229591793,798.3061703530738,-23.38373663350212
ETHUSDT,bb_trendline_rr4,2025-09-06 16:00:00+00:00,2025-09-06 16:00:00+00:00,2025-09-07 07:38:00+00:00,short,4267.72,4304.4095,4304.4095,4120.962000000002,-36.6894999999995,25.7163885,-62.40588849999949,bb_middle_stop,0.4351687378422079,-27.157091732466334,771.1490786206074,-25.990098665656458
ETHUSDT,bb_trendline_rr4,2025-09-07 18:00:00+00:00,2025-09-07 18:00:00+00:00,2025-09-07 19:40:00+00:00,short,4273.21,4292.5305,4292.5305,4195.928000000001,-19.32049999999981,25.6972215,-45.01772149999981,bb_middle_stop,0.798270312487373,-35.93631060927438,735.2127680113331,-29.439033348001086
ETHUSDT,bb_trendline_rr4,2025-09-08 10:00:00+00:00,2025-09-08 10:00:00+00:00,2025-09-08 19:34:00+00:00,long,4317.47,4295.712,4295.712,4404.502,-21.75799999999981,25.839546,-47.59754599999981,bb_middle_stop,0.6758091442332373,-32.16685682986202,703.045911181471,-32.52620023468461
ETHUSDT,bb_trendline_rr4,2025-09-09 07:00:00+00:00,2025-09-09 07:00:00+00:00,2025-09-09 14:02:00+00:00,long,4364.5,4316.562,4316.562,4556.252,-47.9380000000001,26.043186,-73.9811860000001,bb_middle_stop,0.2933146610961947,-21.69976649908457,681.3461446823865,-34.60880348495143
ETHUSDT,bb_trendline_rr4,2025-09-10 13:00:00+00:00,2025-09-10 13:00:00+00:00,2025-09-10 19:21:00+00:00,long,4369.89,4312.34,4312.34,4600.090000000001,-57.55000000000018,26.04669,-83.59669000000018,bb_middle_stop,0.23678406418154083,-19.794364010324415,661.551780672062,-36.50853852710524
ETHUSDT,bb_trendline_rr4,2025-09-11 23:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-12 06:04:00+00:00,long,4451.66,4560.651999999998,4424.412,4560.651999999998,108.99199999999836,27.036935999999997,81.95506399999837,take_profit_rr,0.4855782300881322,39.79559492387881,701.3473755959408,-32.68921469529037
ETHUSDT,bb_trendline_rr4,2025-09-12 18:00:00+00:00,2025-09-12 18:00:00+00:00,2025-09-15 08:48:00+00:00,long,4611.44,4523.393,4523.393,4963.627999999998,-88.04699999999957,27.404499,-115.45149899999956,bb_middle_stop,0.15931204370300947,-18.392814254265883,682.9545613416749,-34.454438056062656
ETHUSDT,bb_trendline_rr4,2025-09-15 09:00:00+00:00,2025-09-15 09:00:00+00:00,2025-09-17 23:04:00+00:00,short,4508.69,4611.1405,4611.1405,4098.888,-102.45049999999992,27.3594915,-129.8099914999999,bb_middle_stop,0.13332381224916792,-17.30676293481207,665.6477984068629,-36.115429234984205
ETHUSDT,bb_trendline_rr4,2025-09-18 00:00:00+00:00,2025-09-18 00:00:00+00:00,2025-09-19 14:47:00+00:00,long,4588.79,4504.9555,4504.9555,4924.128,-83.83449999999993,27.2812365,-111.11573649999994,bb_middle_stop,0.15880044573698487,-17.64522848459335,648.0025699222695,-37.808904148424645
ETHUSDT,bb_trendline_rr4,2025-09-19 16:00:00+00:00,2025-09-19 16:00:00+00:00,2025-09-22 06:00:00+00:00,short,4472.62,4169.296000000003,4548.450999999999,4169.296000000003,303.3239999999969,25.92574800000001,277.3982519999969,take_profit_rr,0.17090703536080912,47.40931286359011,695.4118827858597,-33.25886490874919
ETHUSDT,bb_trendline_rr4,2025-09-22 07:00:00+00:00,2025-09-22 07:00:00+00:00,2025-10-02 06:29:00+00:00,short,4188.31,4404.8755,4404.8755,3322.0480000000016,-216.5654999999997,25.7795565,-242.3450564999997,bb_middle_stop,0.0642218527684105,-15.563848537695105,679.8480342481646,-34.75258243573879
ETHUSDT,bb_trendline_rr4,2025-10-02 16:00:00+00:00,2025-10-02 16:00:00+00:00,2025-10-06 15:21:00+00:00,long,4435.95,4685.651999999997,4373.5245,4685.651999999997,249.7019999999975,27.36480599999999,222.3371939999975,take_profit_rr,0.21781100167340942,48.42748693439461,728.2755211825591,-30.10482543355727
ETHUSDT,bb_trendline_rr4,2025-10-06 16:00:00+00:00,2025-10-06 16:00:00+00:00,2025-10-07 15:07:00+00:00,long,4671.33,4552.7265,4552.7265,5145.744000000001,-118.60350000000015,27.672169499999995,-146.27566950000016,bb_middle_stop,0.12280843671267,-17.963886300394204,710.311634882165,-31.82888306331116
ETHUSDT,bb_trendline_rr4,2025-10-07 16:00:00+00:00,2025-10-07 16:00:00+00:00,2025-10-10 20:59:00+00:00,short,4511.01,3845.996000000001,4677.2635,3845.996000000001,665.0139999999992,25.07101800000001,639.9429819999992,take_profit_rr,0.08544922481417419,54.682631737170965,764.9942666193359,-26.580797716688643
ETHUSDT,bb_trendline_rr4,2025-10-10 21:00:00+00:00,2025-10-10 21:00:00+00:00,2025-10-13 19:13:00+00:00,short,3865.21,4248.3865000000005,4248.3865000000005,2332.503999999998,-383.1765000000005,24.340789500000003,-407.5172895000005,bb_middle_stop,0.03992908054744143,-16.271790676920528,748.7224759424154,-28.142458951745976
ETHUSDT,bb_trendline_rr4,2025-10-13 20:00:00+00:00,2025-10-13 20:00:00+00:00,2025-10-14 03:02:00+00:00,long,4250.4,4158.395,4158.395,4618.42,-92.00500000000012,25.226385,-117.2313850000001,bb_middle_stop,0.16275691015540927,-19.08021799583921,729.6422579465761,-29.973654878006776
ETHUSDT,bb_trendline_rr4,2025-10-14 07:00:00+00:00,2025-10-14 07:00:00+00:00,2025-10-15 08:26:00+00:00,short,4001.12,4171.237,4171.237,3320.651999999999,-170.1170000000002,24.517071,-194.63407100000015,bb_middle_stop,0.08578122797211037,-16.695949615590926,712.9463083309852,-31.576024144846016
ETHUSDT,bb_trendline_rr4,2025-10-15 12:00:00+00:00,2025-10-15 12:00:00+00:00,2025-10-15 13:48:00+00:00,short,4097.45,4023.267999999999,4115.9955,4023.267999999999,74.1820000000007,24.362154,49.8198460000007,take_profit_rr,0.7688617813819828,38.30457554373659,751.2508838747218,-27.89979871030771
ETHUSDT,bb_trendline_rr4,2025-10-15 14:00:00+00:00,2025-10-15 14:00:00+00:00,2025-10-17 06:49:00+00:00,short,4052.95,3810.414,4113.584,3810.414,242.5360000000001,23.590092,218.9459080000001,take_profit_rr,0.24779855654409122,54.25447996363542,805.5053638383572,-22.692804601934704
ETHUSDT,bb_trendline_rr4,2025-10-17 08:00:00+00:00,2025-10-17 08:00:00+00:00,2025-10-18 07:04:00+00:00,short,3753.75,3909.987,3909.987,3128.802,-156.23700000000008,22.991211,-179.22821100000007,bb_middle_stop,0.10311326559500714,-18.48080612296099,787.0245577153962,-24.466472853196912
ETHUSDT,bb_trendline_rr4,2025-10-19 04:00:00+00:00,2025-10-19 04:00:00+00:00,2025-10-19 06:35:00+00:00,long,3904.71,3879.6465,3879.6465,4004.964000000001,-25.063500000000204,23.3530695,-48.41656950000021,bb_middle_stop,0.6280244640336661,-30.406790110586375,756.6177676048098,-27.38471991899643
ETHUSDT,bb_trendline_rr4,2025-10-19 10:00:00+00:00,2025-10-19 10:00:00+00:00,2025-10-19 17:07:00+00:00,long,3910.53,4017.403999999998,3883.8115000000007,4017.403999999998,106.87399999999798,23.783801999999994,83.09019799999798,take_profit_rr,0.5663624586745692,47.059168831035635,803.6769364358455,-22.868285239088493
ETHUSDT,bb_trendline_rr4,2025-10-20 05:00:00+00:00,2025-10-20 05:00:00+00:00,2025-10-20 16:01:00+00:00,long,4053.01,3973.9865,3973.9865,4369.104000000001,-79.02350000000024,24.0809895,-103.10448950000024,bb_middle_stop,0.20340200989220747,-20.97166039321005,782.7052760426354,-24.881009574174488
ETHUSDT,bb_trendline_rr4,2025-10-21 05:00:00+00:00,2025-10-21 05:00:00+00:00,2025-10-21 14:55:00+00:00,short,3848.57,3980.807,3980.807,3319.6220000000017,-132.23699999999965,23.488131000000003,-155.72513099999964,bb_middle_stop,0.11837916408306863,-18.434610834506316,764.2706652081291,-26.65024430040836
ETHUSDT,bb_trendline_rr4,2025-10-21 16:00:00+00:00,2025-10-21 16:00:00+00:00,2025-10-21 21:21:00+00:00,long,4081.69,3926.757,3926.757,4701.4220000000005,-154.933,24.025341,-178.958341,bb_middle_stop,0.0986582155135612,-17.655710574327376,746.6149546338017,-28.344725217030923
ETHUSDT,bb_trendline_rr4,2025-10-22 18:00:00+00:00,2025-10-22 18:00:00+00:00,2025-10-23 06:14:00+00:00,short,3805.82,3851.480000000001,3851.480000000001,3623.179999999999,-45.66000000000031,22.971900000000005,-68.63190000000031,bb_middle_stop,0.3270323936197061,-22.44485453566841,724.1701000981334,-30.498837198361272
ETHUSDT,bb_trendline_rr4,2025-10-23 07:00:00+00:00,2025-10-23 07:00:00+00:00,2025-10-23 14:07:00+00:00,long,3890.29,3820.288000000001,3820.288000000001,4170.297999999998,-70.0019999999995,23.131734,-93.13373399999948,bb_middle_stop,0.20689983146142765,-19.269353867973326,704.90074623016,-32.348185162436174
ETHUSDT,bb_trendline_rr4,2025-10-24 05:00:00+00:00,2025-10-24 05:00:00+00:00,2025-10-24 15:57:00+00:00,long,3973.3,3873.188000000001,3873.188000000001,4373.747999999999,-100.11199999999964,23.539464,-123.65146399999963,bb_middle_stop,0.1408224281265314,-17.412899401880335,687.4878468282798,-34.019362633053426
ETHUSDT,bb_trendline_rr4,2025-10-25 19:00:00+00:00,2025-10-25 19:00:00+00:00,2025-10-25 21:15:00+00:00,long,3958.44,3934.9705,3934.9705,4052.317999999999,-23.469499999999694,23.6802315,-47.1497314999997,bb_middle_stop,0.5858564066795415,-27.622972272495016,659.8648745557847,-36.67043686646305
ETHUSDT,bb_trendline_rr4,2025-10-26 10:00:00+00:00,2025-10-26 10:00:00+00:00,2025-10-26 22:02:00+00:00,long,3987.03,4152.456000000002,3945.6735,4152.456000000002,165.42600000000175,24.418458000000008,141.0075420000017,take_profit_rr,0.319110599086373,44.997001203317446,704.8618757591021,-32.35191569886237
ETHUSDT,bb_trendline_rr4,2025-10-26 23:00:00+00:00,2025-10-26 23:00:00+00:00,2025-10-28 19:50:00+00:00,long,4159.32,4025.993,4025.993,4692.627999999999,-133.32699999999977,24.555939,-157.88293899999977,bb_middle_stop,0.10573430374329328,-16.69364262810982,688.1682331309923,-33.954063555963074
ETHUSDT,bb_trendline_rr4,2025-10-28 20:00:00+00:00,2025-10-28 20:00:00+00:00,2025-10-30 17:17:00+00:00,short,4037.06,3744.741999999999,4110.1395,3744.741999999999,292.3180000000011,23.345406,268.9725940000011,take_profit_rr,0.18833413833728735,50.65672172733523,738.8249548583276,-29.092359015425238
ETHUSDT,bb_trendline_rr4,2025-10-30 19:00:00+00:00,2025-10-30 19:00:00+00:00,2025-10-31 04:09:00+00:00,short,3718.35,3863.1305,3863.1305,3139.2279999999987,-144.7805000000003,22.7444415,-167.5249415000003,bb_middle_stop,0.10206139015382953,-17.097828414928998,721.7271264433986,-30.73329801036501
ETHUSDT,bb_trendline_rr4,2025-10-31 20:00:00+00:00,2025-10-31 20:00:00+00:00,2025-10-31 21:14:00+00:00,long,3884.3,3844.512,3844.512,4043.452,-39.78800000000001,23.186436,-62.97443600000001,bb_middle_stop,0.36278633077480554,-22.846264569052828,698.8808618743458,-32.9259347306713
ETHUSDT,bb_trendline_rr4,2025-11-01 09:00:00+00:00,2025-11-01 09:00:00+00:00,2025-11-02 10:03:00+00:00,long,3880.34,3854.607,3854.607,3983.272000000001,-25.73300000000017,23.204841,-48.93784100000018,bb_middle_stop,0.5431786902998802,-26.581992380483875,672.2988694938618,-35.47710244634691
ETHUSDT,bb_trendline_rr4,2025-11-02 15:00:00+00:00,2025-11-02 15:00:00+00:00,2025-11-02 23:14:00+00:00,short,3851.03,3878.8165,3878.8165,3739.884000000003,-27.78649999999925,23.1895395,-50.976039499999246,bb_middle_stop,0.48390324041809435,-24.66747069773041,647.6313987961314,-37.84452675264635
ETHUSDT,bb_trendline_rr4,2025-11-03 03:00:00+00:00,2025-11-03 03:00:00+00:00,2025-11-04 05:31:00+00:00,short,3797.0,3531.822,3863.2945,3531.822,265.1779999999999,21.986466,243.19153399999988,take_profit_rr,0.19538012921015516,47.51479333573582,695.1461921318672,-33.284364179425374
ETHUSDT,bb_trendline_rr4,2025-11-04 06:00:00+00:00,2025-11-04 06:00:00+00:00,2025-11-10 00:48:00+00:00,short,3490.02,3634.0945,3634.0945,2913.7219999999998,-144.07450000000017,21.3723435,-165.44684350000017,bb_middle_stop,0.09649815784637342,-15.965315619247257,679.18087651262,-34.81661192050511
ETHUSDT,bb_trendline_rr4,2025-11-10 15:00:00+00:00,2025-11-10 15:00:00+00:00,2025-11-11 01:16:00+00:00,short,3539.77,3601.1795,3601.1795,3294.132000000001,-61.40949999999975,21.4228485,-82.83234849999975,bb_middle_stop,0.22119733152447668,-18.322294452105435,660.8585820605145,-36.57506724673686
ETHUSDT,bb_trendline_rr4,2025-11-11 16:00:00+00:00,2025-11-11 16:00:00+00:00,2025-11-12 11:10:00+00:00,short,3479.34,3558.742,3558.742,3161.732000000002,-79.40199999999959,21.114246,-100.5162459999996,bb_middle_stop,0.16645892598688045,-16.731826353393,644.1267557071216,-38.180879730845675
ETHUSDT,bb_trendline_rr4,2025-11-12 12:00:00+00:00,2025-11-12 12:00:00+00:00,2025-11-12 15:38:00+00:00,long,3548.1,3454.0495,3454.0495,3924.301999999999,-94.05049999999984,21.0064485,-115.05694849999983,bb_middle_stop,0.13697465844564838,-15.759886222586033,628.3668694845355,-39.69341168700187
ETHUSDT,bb_trendline_rr4,2025-11-13 17:00:00+00:00,2025-11-13 17:00:00+00:00,2025-11-20 19:02:00+00:00,short,3325.77,2798.1560000000004,3457.6735,2798.1560000000004,527.6139999999996,18.371778000000003,509.2422219999996,take_profit_rr,0.09527675451895301,48.51894617618013,676.8858156607157,-35.036877018285665
ETHUSDT,bb_trendline_rr4,2025-11-21 10:00:00+00:00,2025-11-21 10:00:00+00:00,2025-11-23 02:43:00+00:00,short,2680.66,2829.815,2829.815,2084.040000000001,-149.15499999999977,16.531425,-165.68642499999976,bb_middle_stop,0.09076273885028524,-15.03815372331235,661.8476619374032,-36.48014175680272
ETHUSDT,bb_trendline_rr4,2025-11-23 03:00:00+00:00,2025-11-23 03:00:00+00:00,2025-11-28 14:30:00+00:00,long,2819.87,3095.2400000000007,2751.0275,3095.2400000000007,275.3700000000008,17.745330000000003,257.6246700000008,take_profit_rr,0.1922787992700456,49.535762209941886,711.3834241473452,-31.726019661193007
ETHUSDT,bb_trendline_rr4,2025-11-29 07:00:00+00:00,2025-11-29 07:00:00+00:00,2025-11-30 13:21:00+00:00,short,3005.39,3038.944,3038.944,2871.1739999999995,-33.55400000000009,18.133002,-51.68700200000009,bb_middle_stop,0.4240230220822217,-21.916478790409876,689.4669453569353,-33.82942155564367
ETHUSDT,bb_trendline_rr4,2025-11-30 14:00:00+00:00,2025-11-30 14:00:00+00:00,2025-11-30 23:33:00+00:00,long,3047.99,3000.9345000000003,3000.9345000000003,3236.2119999999977,-47.05549999999948,18.1467735,-65.20227349999948,bb_middle_stop,0.2930441480196546,-19.10714468675185,670.3598006701834,-35.66320173155601
ETHUSDT,bb_trendline_rr4,2025-12-01 01:00:00+00:00,2025-12-01 01:00:00+00:00,2025-12-02 15:43:00+00:00,short,2834.91,3010.3285000000005,3010.3285000000005,2133.235999999997,-175.41850000000068,17.535715500000002,-192.95421550000069,bb_middle_stop,0.07642977230681836,-14.747446756305813,655.6123539138777,-37.0785662954611
ETHUSDT,bb_trendline_rr4,2025-12-02 16:00:00+00:00,2025-12-02 16:00:00+00:00,2025-12-16 14:00:00+00:00,long,3004.99,2906.79,2818.0305,3752.828,-98.19999999999982,17.73534,-115.93533999999984,end_of_data,0.07013415781641241,-8.131027432059419,647.4813264818183,-37.85892972281549
