symbol,strategy_id,entry_time,exit_time,direction,entry_price,exit_price,stop_level,tp_level,raw_pnl,fees,net_pnl,exit_reason,position_size,portfolio_pnl,equity,drawdown
ETHUSDT,atr_breakout,2023-09-01 17:12:00+00:00,2023-09-01 20:32:00+00:00,short,1613.9422,1633.8556,1633.8556,,-19.91339999999991,4.8716967,-24.78509669999991,stop_loss,1.00434883043578,-24.89288288288262,975.1071171171174,0.0
ETHUSDT,atr_breakout,2023-09-05 03:09:00+00:00,2023-09-05 05:14:00+00:00,short,1612.6081,1623.1888,1623.1888,,-10.58069999999998,4.853695350000001,-15.43439534999998,stop_loss,1.8431807292846776,-28.448380077280998,946.6587370398364,-2.917462048824744
ETHUSDT,atr_breakout,2023-09-06 17:05:00+00:00,2023-09-06 17:50:00+00:00,short,1616.3878,1625.8110666666666,1625.8110666666666,,-9.423266666666676,4.8632983,-14.286564966666678,stop_loss,2.0091944132038475,-28.704486514900502,917.9542505249359,-5.8611885390758545
ETHUSDT,atr_breakout,2023-09-07 21:00:00+00:00,2023-09-08 10:00:00+00:00,long,1642.3704,1631.8092,1631.8092,,-10.5612000000001,4.9112694,-15.4724694000001,stop_loss,1.738352176883171,-26.896600863248423,891.0576496616875,-8.619511229076068
ETHUSDT,atr_breakout,2023-09-10 04:30:00+00:00,2023-09-10 13:00:00+00:00,short,1617.9287333333334,1624.83,1627.8714222222222,,-6.9012666666665154,4.8641381,-11.765404766666515,end_of_day,1.792387672227106,-21.088166462535092,869.9694831991524,-10.782162500136609
ETHUSDT,atr_breakout,2023-09-10 16:49:00+00:00,2023-09-10 19:58:00+00:00,short,1609.91124,1619.3695200000002,1619.3695200000002,,-9.45828000000006,4.843921140000001,-14.30220114000006,stop_loss,1.839593421212157,-26.31023512599712,843.6592480731553,-13.480351721007311
ETHUSDT,atr_breakout,2023-09-11 14:06:00+00:00,2023-09-12 03:23:00+00:00,short,1577.2293818181818,1587.1221454545455,1587.1221454545455,,-9.892763636363725,4.746527290909091,-14.639290927272816,stop_loss,1.7056088249638166,-24.968903796769247,818.690344276386,-16.0409836104134
ETHUSDT,atr_breakout,2023-09-12 16:30:00+00:00,2023-09-12 16:32:00+00:00,long,1621.5825,1610.4133333333334,1610.4133333333334,,-11.16916666666657,4.8479937500000005,-16.01716041666657,stop_loss,1.4659828592578852,-23.480882624817077,795.209461651569,-18.449014709010825
ETHUSDT,atr_breakout,2023-09-13 15:28:00+00:00,2023-09-13 15:51:00+00:00,long,1618.392246153846,1607.2170461538462,1607.2170461538462,,-11.175199999999904,4.838413938461539,-16.013613938461443,stop_loss,1.4231681968136443,-22.79006607327001,772.4193955782989,-20.786200611278502
ETHUSDT,atr_breakout,2023-09-14 15:00:00+00:00,2023-09-14 15:25:00+00:00,long,1641.3759,1630.1117714285715,1630.1117714285715,,-11.2641285714285,4.907231507142857,-16.171360078571357,stop_loss,1.3714676473731722,-22.178497161782698,750.2408984165162,-23.060668387429388
ETHUSDT,atr_breakout,2023-09-15 21:13:00+00:00,2023-09-16 13:00:00+00:00,long,1635.6603,1636.13,1625.2786857142858,,0.4697000000001026,4.907685450000001,-4.437985449999898,end_of_day,1.4453260885426933,-6.4143361514577375,743.8265622650586,-23.718476749081134
ETHUSDT,atr_breakout,2023-09-17 01:02:00+00:00,2023-09-17 04:50:00+00:00,short,1619.5078,1629.8472571428572,1629.8472571428572,,-10.3394571428571,4.874032585714286,-15.213489728571384,stop_loss,1.4388116358293002,-21.88934604303805,721.9372162220204,-25.963291258050514
ETHUSDT,atr_breakout,2023-09-17 20:59:00+00:00,2023-09-18 02:24:00+00:00,short,1613.7925,1624.178571428571,1624.178571428571,,-10.386071428571311,4.856956607142857,-15.24302803571417,stop_loss,1.3902026790149746,-21.190898411550204,700.7463178104701,-28.13647798180254
