symbol,strategy_id,entry_time,exit_time,direction,entry_price,exit_price,stop_level,tp_level,raw_pnl,fees,net_pnl,exit_reason,position_size,portfolio_pnl,equity,drawdown
ETHUSDT,atr_breakout,2025-11-30 12:46:00+00:00,2025-11-30 13:00:00+00:00,long,3032.9,3024.68,3014.2200000000003,,-8.220000000000255,9.08637,-17.306370000000257,end_of_day,1.0706638115631786,-18.529304068522922,981.470695931477,0.0
ETHUSDT,atr_breakout,2025-11-30 23:37:00+00:00,2025-12-01 13:00:00+00:00,short,2993.8124,2820.01,3009.2612,,173.80239999999958,8.7207336,165.0816663999996,end_of_day,1.2706109159694856,209.75456735427252,1191.2252632857496,0.0
ETHUSDT,atr_breakout,2025-12-02 14:43:00+00:00,2025-12-03 13:00:00+00:00,long,2872.4816,3079.65,2849.5008000000003,,207.1684,8.928197400000002,198.24020260000003,end_of_day,1.0367134854189228,205.51829138759945,1396.743554673349,0.0
ETHUSDT,atr_breakout,2025-12-03 14:42:00+00:00,2025-12-03 14:46:00+00:00,long,3134.34632,3107.51816,3107.51816,,-26.828160000000025,9.36279672,-36.19095672000002,stop_loss,1.041251844832704,-37.683900450960564,1359.0596542223884,-2.6979827703428096
ETHUSDT,atr_breakout,2025-12-04 19:10:00+00:00,2025-12-04 21:06:00+00:00,short,3118.9048000000003,3146.9024000000004,3146.9024000000004,,-27.997600000000148,9.398710800000002,-37.39631080000015,stop_loss,0.9708401107397644,-36.305838518330795,1322.7538157040576,-5.2973030533579335
ETHUSDT,atr_breakout,2025-12-07 14:24:00+00:00,2025-12-07 15:55:00+00:00,short,2996.5618222222224,3022.0459111111118,3022.0459111111118,,-25.48408888888889,9.0279116,-34.512000488888894,stop_loss,1.0381017123831782,-35.82696680528464,1286.9268488987732,-7.862338466294788
ETHUSDT,atr_breakout,2025-12-08 18:58:00+00:00,2025-12-08 19:05:00+00:00,short,3075.62176,3102.89088,3102.89088,,-27.26911999999993,9.26776896,-36.53688895999993,stop_loss,0.9438711985562983,-34.48611717419352,1252.4407317245796,-10.331375610501174
ETHUSDT,atr_breakout,2025-12-09 15:41:00+00:00,2025-12-10 13:00:00+00:00,long,3188.772981818182,3319.79,3162.441490909091,,131.017018181818,9.762844472727274,121.25417370909074,end_of_day,0.9512873661796155,115.34756354600651,1367.788295270586,-2.0730548070819363
ETHUSDT,atr_breakout,2025-12-10 17:21:00+00:00,2025-12-10 19:03:00+00:00,long,3379.2618666666667,3351.100933333333,3351.100933333333,,-28.16093333333356,10.0955442,-38.25647753333356,stop_loss,0.9714083543186838,-37.16266188268525,1330.625633387901,-4.733719447941956
ETHUSDT,atr_breakout,2025-12-11 21:17:00+00:00,2025-12-11 23:10:00+00:00,long,3256.2860615384616,3226.8080307692308,3226.8080307692308,,-29.478030769230827,9.72464113846154,-39.20267190769236,stop_loss,0.9027914000122478,-35.39183505576641,1295.2337983321345,-7.267601558036492
ETHUSDT,atr_breakout,2025-12-12 15:24:00+00:00,2025-12-13 13:00:00+00:00,short,3188.4318857142857,3114.69,3217.285942857143,,73.74188571428567,9.454682828571428,64.28720288571424,end_of_day,0.89778279145938,57.71594446185204,1352.9497427939864,-3.135422514235591
ETHUSDT,atr_breakout,2025-12-14 11:45:00+00:00,2025-12-14 11:55:00+00:00,short,3053.809142857143,3083.7045714285714,3083.7045714285714,,-29.89542857142851,9.206270571428572,-39.101699142857086,stop_loss,0.9051214901043565,-35.391788193795044,1317.5579546001914,-5.66930126924241
ETHUSDT,atr_breakout,2025-12-14 23:32:00+00:00,2025-12-14 23:51:00+00:00,short,3036.7624571428573,3066.7262285714287,3066.7262285714287,,-29.963771428571363,9.15523302857143,-39.11900445714279,stop_loss,0.8794339909720843,-34.40258221259984,1283.1553723875916,-8.132357719189327
ETHUSDT,atr_breakout,2025-12-15 14:48:00+00:00,2025-12-16 13:00:00+00:00,short,3096.878457142857,2947.01,3125.634228571428,,149.86845714285664,9.065832685714286,140.80262445714234,end_of_day,0.8924506689552196,125.65939638742725,1408.8147687750188,0.0
