type,price,timestamp,entry_price,pnl
OPEN_LONG,3820.16,720,3820.16,0.0
CLOSE_LONG,3823.36,759,3820.16,3.200000000000273
OPEN_SHORT,3823.36,759,3823.36,0.0
CLOSE_SHORT,3815.21,764,3823.36,8.150000000000091
OPEN_LONG,3815.21,764,3815.21,0.0
CLOSE_LONG,3757.42,837,3815.21,-57.789999999999964
OPEN_SHORT,3757.42,837,3757.42,0.0
CLOSE_SHORT,3747.31,842,3757.42,10.110000000000127
OPEN_LONG,3747.31,842,3747.31,0.0
CLOSE_LONG,3705.46,885,3747.31,-41.84999999999991
OPEN_SHORT,3705.46,885,3705.46,0.0
CLOSE_SHORT,3695.69,889,3705.46,9.769999999999982
OPEN_LONG,3695.69,889,3695.69,0.0
CLOSE_LONG,3692.85,897,3695.69,-2.8400000000001455
OPEN_SHORT,3692.85,897,3692.85,0.0
CLOSE_SHORT,3671.45,901,3692.85,21.40000000000009
OPEN_LONG,3671.45,901,3671.45,0.0
CLOSE_LONG,3668.83,912,3671.45,-2.619999999999891
OPEN_SHORT,3668.83,912,3668.83,0.0
CLOSE_SHORT,3715.15,928,3668.83,-46.320000000000164
OPEN_LONG,3715.15,928,3715.15,0.0
CLOSE_LONG,3731.43,934,3715.15,16.279999999999745
OPEN_SHORT,3731.43,934,3731.43,0.0
CLOSE_SHORT,3720.01,941,3731.43,11.419999999999618
OPEN_LONG,3720.01,941,3720.01,0.0
CLOSE_LONG,3727.46,943,3720.01,7.449999999999818
OPEN_SHORT,3727.46,943,3727.46,0.0
CLOSE_SHORT,3727.39,963,3727.46,0.07000000000016371
OPEN_LONG,3727.39,963,3727.39,0.0
CLOSE_LONG,3740.76,966,3727.39,13.370000000000346
OPEN_SHORT,3740.76,966,3740.76,0.0
CLOSE_SHORT,3726.02,978,3740.76,14.740000000000236
OPEN_LONG,3726.02,978,3726.02,0.0
CLOSE_LONG,3733.33,983,3726.02,7.309999999999945
OPEN_SHORT,3733.33,983,3733.33,0.0
CLOSE_SHORT,3737.07,1080,3733.33,-3.7400000000002365
OPEN_LONG,3737.07,1080,3737.07,0.0
CLOSE_LONG,3738.71,1110,3737.07,1.6399999999998727
OPEN_SHORT,3738.71,1110,3738.71,0.0
CLOSE_SHORT,3742.86,1116,3738.71,-4.150000000000091
OPEN_LONG,3742.86,1116,3742.86,0.0
CLOSE_LONG,3718.24,1143,3742.86,-24.620000000000346
OPEN_SHORT,3718.24,1143,3718.24,0.0
CLOSE_SHORT,3719.96,1155,3718.24,-1.7200000000002547
OPEN_LONG,3719.96,1155,3719.96,0.0
CLOSE_LONG,3728.92,1173,3719.96,8.960000000000036
OPEN_SHORT,3728.92,1173,3728.92,0.0
CLOSE_SHORT,3713.4,1177,3728.92,15.519999999999982
OPEN_LONG,3713.4,1177,3713.4,0.0
