timestamp,price,prediction,action,position
2025-12-12 00:48:00,3222.79,0.003878834365900842,HOLD,0
2025-12-12 00:49:00,3222.61,0.009590078129318363,HOLD,0
2025-12-12 00:50:00,3225.41,0.022686894993489252,HOLD,0
2025-12-12 00:51:00,3223.51,-0.0006893607858895964,HOLD,0
2025-12-12 00:52:00,3221.34,-0.007951248990594344,HOLD,0
2025-12-12 00:53:00,3214.93,-0.0225083279602088,HOLD,0
2025-12-12 00:54:00,3208.9,-0.05926216450775755,HOLD,0
2025-12-12 00:55:00,3211.52,-0.05832332271271101,HOLD,0
2025-12-12 00:56:00,3211.66,-0.04279495644966077,HOLD,0
2025-12-12 00:57:00,3201.3,-0.08908290244117195,HOLD,0
2025-12-12 00:58:00,3200.8,-0.05128025312710733,HOLD,0
2025-12-12 00:59:00,3187.72,-0.09290136707270957,HOLD,0
2025-12-12 01:00:00,3200.72,-0.028875225195863274,HOLD,0
2025-12-12 01:01:00,3200.23,-0.029928067987474417,HOLD,0
2025-12-12 01:02:00,3202.01,0.045291645356135946,HOLD,0
2025-12-12 01:03:00,3200.59,0.03915722078871769,HOLD,0
2025-12-12 01:04:00,3197.78,0.10004536833845272,HOLD,0
2025-12-12 01:05:00,3205.25,0.06385708360188289,HOLD,0
2025-12-12 01:06:00,3205.78,0.06849493439544743,HOLD,0
2025-12-12 01:07:00,3205.0,0.050724992240477315,HOLD,0
2025-12-12 01:08:00,3207.35,0.07041048669225583,HOLD,0
2025-12-12 01:09:00,3209.62,0.09751044256694463,HOLD,0
2025-12-12 01:10:00,3209.56,0.04723562707442178,HOLD,0
2025-12-12 01:11:00,3209.11,0.03652677268835457,HOLD,0
2025-12-12 01:12:00,3207.82,0.027881937186194118,HOLD,0
2025-12-12 01:13:00,3209.39,0.01646288815472935,HOLD,0
2025-12-12 01:14:00,3213.43,0.020034383260012285,HOLD,0
2025-12-12 01:15:00,3216.54,0.03061645760554918,HOLD,0
2025-12-12 01:16:00,3217.73,0.03074251400029641,HOLD,0
2025-12-12 01:17:00,3224.41,0.06845007979199887,HOLD,0
2025-12-12 01:18:00,3230.36,0.08341671859676025,HOLD,0
2025-12-12 01:19:00,3228.49,0.037472619514900676,HOLD,0
2025-12-12 01:20:00,3229.65,0.01749772349688917,HOLD,0
2025-12-12 01:21:00,3231.56,0.015906505685335484,HOLD,0
2025-12-12 01:22:00,3227.14,-0.053457000372376745,HOLD,0
2025-12-12 01:23:00,3231.42,-0.06235678928372664,HOLD,0
2025-12-12 01:24:00,3234.53,-0.02745435071157011,HOLD,0
2025-12-12 01:25:00,3231.87,-0.043834417814041404,HOLD,0
2025-12-12 01:26:00,3227.85,-0.07062027773301809,HOLD,0
2025-12-12 01:27:00,3229.79,-0.020861594190866813,HOLD,0
2025-12-12 01:28:00,3229.83,-0.03421830260783872,HOLD,0
2025-12-12 01:29:00,3232.17,-0.025192563327693658,HOLD,0
2025-12-12 01:30:00,3231.06,-0.0041234576087980845,HOLD,0
2025-12-12 01:31:00,3235.25,0.05974511367882332,HOLD,0
2025-12-12 01:32:00,3237.18,0.07254620432563752,HOLD,0
2025-12-12 01:33:00,3239.28,0.0967782200167136,HOLD,0
2025-12-12 01:34:00,3244.95,0.12675867624090914,HOLD,0
2025-12-12 01:35:00,3238.06,0.09745896761153891,HOLD,0
2025-12-12 01:36:00,3233.64,0.05293591650317369,HOLD,0
2025-12-12 01:37:00,3233.43,0.04788354941544773,HOLD,0
2025-12-12 01:38:00,3236.34,0.059499378316052516,HOLD,0
2025-12-12 01:39:00,3235.95,0.027362129503831517,HOLD,0
2025-12-12 01:40:00,3239.36,0.09129426429608972,HOLD,0
2025-12-12 01:41:00,3238.31,0.1094526784536806,HOLD,0
2025-12-12 01:42:00,3241.32,0.12427083959985616,HOLD,0
2025-12-12 01:43:00,3237.67,0.07679500114171282,HOLD,0
2025-12-12 01:44:00,3233.16,0.04292670627206219,HOLD,0
2025-12-12 01:45:00,3237.53,0.04019536292447405,HOLD,0
2025-12-12 01:46:00,3230.82,-0.004901330862020534,HOLD,0
2025-12-12 01:47:00,3233.59,-0.017247048331960228,HOLD,0
2025-12-12 01:48:00,3232.26,-0.012164769442953034,HOLD,0
2025-12-12 01:49:00,3230.02,-0.0023876606743444898,HOLD,0
2025-12-12 01:50:00,3229.99,-0.03167419596067495,HOLD,0
2025-12-12 01:51:00,3230.0,0.0076897725116760055,HOLD,0
2025-12-12 01:52:00,3229.52,-0.01062491339906681,HOLD,0
2025-12-12 01:53:00,3228.6,-0.006922841737571499,HOLD,0
2025-12-12 01:54:00,3230.92,0.02301023915338441,HOLD,0
2025-12-12 01:55:00,3231.45,0.030028487569168844,HOLD,0
2025-12-12 01:56:00,3234.78,0.051783552087016835,HOLD,0
2025-12-12 01:57:00,3227.16,0.010109060295606537,HOLD,0
2025-12-12 01:58:00,3231.74,0.04321835877468837,HOLD,0
2025-12-12 01:59:00,3232.89,0.037648394146803835,HOLD,0
2025-12-12 02:00:00,3227.76,0.005511680733245306,HOLD,0
2025-12-12 02:01:00,3229.12,-0.007006393545870862,HOLD,0
2025-12-12 02:02:00,3227.01,0.026070327404550123,HOLD,0
2025-12-12 02:03:00,3232.96,0.03230865959206124,HOLD,0
2025-12-12 02:04:00,3230.09,0.0074881465333202606,HOLD,0
2025-12-12 02:05:00,3230.01,0.038591261591870124,HOLD,0
2025-12-12 02:06:00,3230.35,0.028587851953627418,HOLD,0
2025-12-12 02:07:00,3231.13,0.03986373754808472,HOLD,0
2025-12-12 02:08:00,3233.44,0.01163550304571077,HOLD,0
2025-12-12 02:09:00,3234.37,0.029940731009037352,HOLD,0
2025-12-12 02:10:00,3236.0,0.03597588337634776,HOLD,0
2025-12-12 02:11:00,3242.15,0.06730116269667236,HOLD,0
2025-12-12 02:12:00,3243.02,0.06414856178956678,HOLD,0
2025-12-12 02:13:00,3250.7,0.09238437823504775,HOLD,0
2025-12-12 02:14:00,3246.57,0.05898718988017382,HOLD,0
2025-12-12 02:15:00,3245.3,0.03709478745102494,HOLD,0
2025-12-12 02:16:00,3246.76,0.005292101508432696,HOLD,0
2025-12-12 02:17:00,3248.7,0.008453630611115044,HOLD,0
2025-12-12 02:18:00,3247.65,-0.0435225357617162,HOLD,0
2025-12-12 02:19:00,3246.45,-0.022617652476575777,HOLD,0
2025-12-12 02:20:00,3248.98,0.003992622749172132,HOLD,0
2025-12-12 02:21:00,3247.01,-0.011382847651066594,HOLD,0
2025-12-12 02:22:00,3250.23,0.003414203935372678,HOLD,0
2025-12-12 02:23:00,3246.84,-0.004063607438875565,HOLD,0
2025-12-12 02:24:00,3247.4,0.015017032531116088,HOLD,0
2025-12-12 02:25:00,3250.29,0.026758264322246053,HOLD,0
2025-12-12 02:26:00,3247.57,0.02993234945235309,HOLD,0
2025-12-12 02:27:00,3248.9,0.027620298482979307,HOLD,0
2025-12-12 02:28:00,3249.29,0.05706754300571956,HOLD,0
2025-12-12 02:29:00,3247.45,0.05067782474352607,HOLD,0
2025-12-12 02:30:00,3247.73,0.04476854747158086,HOLD,0
2025-12-12 02:31:00,3249.13,0.07855232390564357,HOLD,0
2025-12-12 02:32:00,3248.0,0.07216570134363345,HOLD,0
2025-12-12 02:33:00,3242.53,0.04335868431884117,HOLD,0
2025-12-12 02:34:00,3245.29,0.07921239108435088,HOLD,0
2025-12-12 02:35:00,3246.81,0.08894287979797595,HOLD,0
2025-12-12 02:36:00,3248.48,0.08982356202199995,HOLD,0
2025-12-12 02:37:00,3250.21,0.10447023778752298,HOLD,0
2025-12-12 02:38:00,3249.39,0.1261150549256145,HOLD,0
2025-12-12 02:39:00,3246.81,0.08596951254053978,HOLD,0
2025-12-12 02:40:00,3248.99,0.08138032850321464,HOLD,0
2025-12-12 02:41:00,3249.72,0.06493780572152812,HOLD,0
2025-12-12 02:42:00,3249.28,0.04056951797512743,HOLD,0
2025-12-12 02:43:00,3246.72,0.016936265643889233,HOLD,0
2025-12-12 02:44:00,3248.32,0.032967699700778653,HOLD,0
2025-12-12 02:45:00,3245.52,-0.005924025399013004,HOLD,0
2025-12-12 02:46:00,3245.11,-0.02141471542911251,HOLD,0
2025-12-12 02:47:00,3249.8,0.004468321188165958,HOLD,0
2025-12-12 02:48:00,3251.74,0.027596809308961835,HOLD,0
2025-12-12 02:49:00,3257.88,0.05002261344409151,HOLD,0
2025-12-12 02:50:00,3251.41,0.022938897095649516,HOLD,0
2025-12-12 02:51:00,3251.05,0.019101407624591095,HOLD,0
2025-12-12 02:52:00,3251.61,-0.009240355752128105,HOLD,0
2025-12-12 02:53:00,3255.54,0.0014961944351831076,HOLD,0
2025-12-12 02:54:00,3257.01,-0.026015473013305958,HOLD,0
2025-12-12 02:55:00,3263.13,0.050994216032017835,HOLD,0
2025-12-12 02:56:00,3258.41,0.028497385792562537,HOLD,0
2025-12-12 02:57:00,3259.49,0.031699000790412164,HOLD,0
2025-12-12 02:58:00,3256.37,-0.009380188983228106,HOLD,0
2025-12-12 02:59:00,3257.14,-0.012135070142284434,HOLD,0
2025-12-12 03:00:00,3256.05,-0.054083763305173504,HOLD,0
2025-12-12 03:01:00,3256.55,-0.02106137362491914,HOLD,0
2025-12-12 03:02:00,3255.31,-0.032737982843459086,HOLD,0
2025-12-12 03:03:00,3257.77,0.0040520972416026365,HOLD,0
2025-12-12 03:04:00,3258.86,0.007129823726124815,HOLD,0
2025-12-12 03:05:00,3261.42,0.032481400120094914,HOLD,0
2025-12-12 03:06:00,3260.1,0.025816283999706188,HOLD,0
2025-12-12 03:07:00,3259.3,0.0335329364102393,HOLD,0
2025-12-12 03:08:00,3260.0,0.029563835855623152,HOLD,0
2025-12-12 03:09:00,3258.0,0.01753309251353225,HOLD,0
2025-12-12 03:10:00,3258.61,0.01305300745389381,HOLD,0
2025-12-12 03:11:00,3253.38,-0.001693495852513792,HOLD,0
2025-12-12 03:12:00,3254.6,0.021198236157462,HOLD,0
2025-12-12 03:13:00,3253.21,0.01946129804831275,HOLD,0
2025-12-12 03:14:00,3252.48,0.0330507625610279,HOLD,0
2025-12-12 03:15:00,3247.99,0.009160147150980347,HOLD,0
2025-12-12 03:16:00,3242.99,0.01655910747870242,HOLD,0
2025-12-12 03:17:00,3246.55,0.03342930460368068,HOLD,0
2025-12-12 03:18:00,3241.67,0.012299000869428561,HOLD,0
2025-12-12 03:19:00,3239.99,0.004983560550597538,HOLD,0
2025-12-12 03:20:00,3239.63,0.028240205100671503,HOLD,0
2025-12-12 03:21:00,3239.0,0.04893982986463183,HOLD,0
2025-12-12 03:22:00,3240.5,0.031836347271070535,HOLD,0
2025-12-12 03:23:00,3238.93,0.045581876857905296,HOLD,0
2025-12-12 03:24:00,3238.01,0.04604430006015253,HOLD,0
2025-12-12 03:25:00,3240.34,0.05815300019525031,HOLD,0
2025-12-12 03:26:00,3240.73,0.05953167981714799,HOLD,0
2025-12-12 03:27:00,3239.51,0.038868420600375056,HOLD,0
2025-12-12 03:28:00,3239.24,0.04092652588606466,HOLD,0
2025-12-12 03:29:00,3240.38,0.046730133825731386,HOLD,0
2025-12-12 03:30:00,3241.86,0.03549097443019325,HOLD,0
2025-12-12 03:31:00,3241.74,0.025681200049942367,HOLD,0
2025-12-12 03:32:00,3241.4,0.02301385387994609,HOLD,0
2025-12-12 03:33:00,3239.74,0.006474911407258645,HOLD,0
2025-12-12 03:34:00,3240.16,-0.004607789245010331,HOLD,0
2025-12-12 03:35:00,3242.58,-0.0054578807491784,HOLD,0
2025-12-12 03:36:00,3242.24,-0.01237230084334246,HOLD,0
2025-12-12 03:37:00,3246.02,0.006231333362187546,HOLD,0
2025-12-12 03:38:00,3246.01,0.009245872924800322,HOLD,0
2025-12-12 03:39:00,3247.53,0.009022437452813524,HOLD,0
2025-12-12 03:40:00,3247.74,-0.010905197532376648,HOLD,0
2025-12-12 03:41:00,3246.26,-0.02444517631326312,HOLD,0
2025-12-12 03:42:00,3246.48,-0.052117308222839956,HOLD,0
2025-12-12 03:43:00,3246.6,-0.057020046126877055,HOLD,0
2025-12-12 03:44:00,3246.88,-0.0689250742698401,HOLD,0
2025-12-12 03:45:00,3246.86,-0.07296123135474473,HOLD,0
2025-12-12 03:46:00,3247.24,-0.06031137241624201,HOLD,0
2025-12-12 03:47:00,3245.95,-0.06506155255902973,HOLD,0
2025-12-12 03:48:00,3246.12,-0.0581182423272606,HOLD,0
2025-12-12 03:49:00,3245.69,-0.054707417137168916,HOLD,0
2025-12-12 03:50:00,3245.82,-0.0460215267628178,HOLD,0
2025-12-12 03:51:00,3248.69,-0.022933723081046686,HOLD,0
2025-12-12 03:52:00,3248.18,-0.010252351851380785,HOLD,0
2025-12-12 03:53:00,3247.17,-0.00819694199818821,HOLD,0
2025-12-12 03:54:00,3246.9,0.001917619495993627,HOLD,0
2025-12-12 03:55:00,3244.37,-0.004289362791843958,HOLD,0
2025-12-12 03:56:00,3244.86,-0.005291310351316941,HOLD,0
2025-12-12 03:57:00,3243.76,0.005575242086804183,HOLD,0
2025-12-12 03:58:00,3244.41,0.029949044130589124,HOLD,0
2025-12-12 03:59:00,3243.82,0.04103489615291554,HOLD,0
2025-12-12 04:00:00,3243.3,0.06546589655746339,HOLD,0
2025-12-12 04:01:00,3246.06,0.09020169518530757,HOLD,0
2025-12-12 04:02:00,3244.09,0.0931577383282588,HOLD,0
2025-12-12 04:03:00,3245.59,0.10398172576887808,HOLD,0
2025-12-12 04:04:00,3244.61,0.10505803775737974,HOLD,0
2025-12-12 04:05:00,3244.31,0.1084451359886623,HOLD,0
2025-12-12 04:06:00,3242.3,0.07963628225171754,HOLD,0
2025-12-12 04:07:00,3243.3,0.09460317056290599,HOLD,0
2025-12-12 04:08:00,3242.8,0.07992178502538197,HOLD,0
2025-12-12 04:09:00,3243.74,0.08784355119154164,HOLD,0
2025-12-12 04:10:00,3243.04,0.08042235452524056,HOLD,0
2025-12-12 04:11:00,3243.21,0.0852554054240696,HOLD,0
2025-12-12 04:12:00,3242.02,0.05994263933445165,HOLD,0
2025-12-12 04:13:00,3242.84,0.05188177871271286,HOLD,0
2025-12-12 04:14:00,3243.09,0.030336631361502022,HOLD,0
2025-12-12 04:15:00,3242.41,0.012173237928678863,HOLD,0
2025-12-12 04:16:00,3242.64,0.0005469175837034676,HOLD,0
2025-12-12 04:17:00,3242.67,0.004371720947268145,HOLD,0
2025-12-12 04:18:00,3241.85,-0.01149878724106229,HOLD,0
2025-12-12 04:19:00,3242.08,-0.012563718483634731,HOLD,0
2025-12-12 04:20:00,3240.75,-0.015583700185781927,HOLD,0
2025-12-12 04:21:00,3240.81,-0.01568371152167667,HOLD,0
2025-12-12 04:22:00,3239.83,-0.018031073232734656,HOLD,0
2025-12-12 04:23:00,3240.41,-0.007258050273445891,HOLD,0
2025-12-12 04:24:00,3241.68,0.001216823224710405,HOLD,0
2025-12-12 04:25:00,3241.89,0.012991246085200588,HOLD,0
2025-12-12 04:26:00,3242.72,0.01687551355789782,HOLD,0
2025-12-12 04:27:00,3241.78,0.01664674632166733,HOLD,0
2025-12-12 04:28:00,3241.78,0.010165736715504706,HOLD,0
2025-12-12 04:29:00,3241.56,-0.00013402107400392496,HOLD,0
2025-12-12 04:30:00,3241.63,-0.002005955462668212,HOLD,0
2025-12-12 04:31:00,3241.45,-0.0077714677088253315,HOLD,0
2025-12-12 04:32:00,3239.65,-0.009662274754269893,HOLD,0
2025-12-12 04:33:00,3240.56,-0.0034899936381721335,HOLD,0
2025-12-12 04:34:00,3239.4,-0.005430685580212797,HOLD,0
2025-12-12 04:35:00,3239.83,-0.0004947365507685739,HOLD,0
2025-12-12 04:36:00,3241.15,0.011360959682704926,HOLD,0
2025-12-12 04:37:00,3240.3,0.018334413505570954,HOLD,0
2025-12-12 04:38:00,3240.5,0.013572697477604716,HOLD,0
