type,price,timestamp,entry_price,pnl,entry_timestamp,gross_pnl,fee,exit_reason,bars_held
CLOSE_SHORT,3506.38,167539,3502.76,-8.876854999999892,167531.0,-3.619999999999891,5.256855000000001,prediction_reversal_bullish,8.0
OPEN_SHORT,3504.27,167573,3504.27,0.0,,,,,
CLOSE_SHORT,3499.94,167594,3504.27,-0.9231575000000731,167573.0,4.329999999999927,5.2531575,prediction_reversal_bullish,21.0
OPEN_SHORT,3500.4,167611,3500.4,0.0,,,,,
CLOSE_SHORT,3499.11,167635,3500.4,-3.959632500000037,167611.0,1.2899999999999636,5.249632500000001,prediction_reversal_bullish,24.0
OPEN_LONG,3488.5,167639,3488.5,0.0,,,,,
CLOSE_LONG,3489.67,167649,3488.5,-4.063627499999927,167639.0,1.1700000000000728,5.2336275,prediction_reversal_bearish,10.0
OPEN_SHORT,3491.49,167652,3491.49,0.0,,,,,
CLOSE_SHORT,3499.0,167685,3491.49,-12.752867500000217,167652.0,-7.510000000000218,5.2428675,prediction_reversal_bullish,33.0
OPEN_LONG,3465.52,167719,3465.52,0.0,,,,,
CLOSE_LONG,3440.93,167733,3465.52,-29.769837500000143,167719.0,-24.590000000000146,5.1798375,prediction_reversal_bearish,14.0
OPEN_SHORT,3438.54,167735,3438.54,0.0,,,,,
CLOSE_SHORT,3440.36,167745,3438.54,-6.979175000000163,167735.0,-1.8200000000001637,5.159174999999999,prediction_reversal_bullish,10.0
OPEN_LONG,3436.0,167748,3436.0,0.0,,,,,
CLOSE_LONG,3440.55,167753,3436.0,-0.6074124999998185,167748.0,4.550000000000182,5.1574125,prediction_reversal_bearish,5.0
OPEN_SHORT,3434.75,167754,3434.75,0.0,,,,,
CLOSE_SHORT,3430.09,167757,3434.75,-0.48863000000014534,167754.0,4.6599999999998545,5.14863,prediction_reversal_bullish,3.0
OPEN_LONG,3430.76,167763,3430.76,0.0,,,,,
CLOSE_LONG,3431.55,167773,3430.76,-4.356732500000037,167763.0,0.7899999999999636,5.146732500000001,prediction_reversal_bearish,10.0
OPEN_SHORT,3430.39,167774,3430.39,0.0,,,,,
CLOSE_SHORT,3410.43,167788,3430.39,14.829385000000038,167774.0,19.960000000000036,5.130615,prediction_reversal_bullish,14.0
OPEN_LONG,3398.2,167789,3398.2,0.0,,,,,
CLOSE_LONG,3430.91,167793,3398.2,27.588167500000036,167789.0,32.710000000000036,5.1218325,prediction_reversal_bearish,4.0
OPEN_SHORT,3422.91,167794,3422.91,0.0,,,,,
CLOSE_SHORT,3405.58,167797,3422.91,12.208632499999927,167794.0,17.329999999999927,5.1213675,prediction_reversal_bullish,3.0
OPEN_LONG,3408.0,167798,3408.0,0.0,,,,,
CLOSE_LONG,3416.21,167801,3408.0,3.0918425000000367,167798.0,8.210000000000036,5.1181575,prediction_reversal_bearish,3.0
OPEN_SHORT,3422.73,167802,3422.73,0.0,,,,,
CLOSE_SHORT,3448.81,167810,3422.73,-31.233654999999928,167802.0,-26.079999999999927,5.153655,prediction_reversal_bullish,8.0
OPEN_LONG,3446.17,167811,3446.17,0.0,,,,,
CLOSE_LONG,3429.0,167820,3446.17,-22.326377500000074,167811.0,-17.170000000000073,5.1563775000000005,prediction_reversal_bearish,9.0
OPEN_SHORT,3432.24,167821,3432.24,0.0,,,,,
CLOSE_SHORT,3421.36,167832,3432.24,5.739799999999654,167821.0,10.879999999999654,5.1402,prediction_reversal_bullish,11.0
OPEN_LONG,3421.03,167833,3421.03,0.0,,,,,
CLOSE_LONG,3393.99,167851,3421.03,-32.15126500000042,167833.0,-27.04000000000042,5.111265,prediction_reversal_bearish,18.0
OPEN_SHORT,3404.2,167852,3404.2,0.0,,,,,
CLOSE_SHORT,3389.84,167857,3404.2,9.264469999999672,167852.0,14.359999999999673,5.09553,prediction_reversal_bullish,5.0
OPEN_LONG,3385.56,167858,3385.56,0.0,,,,,
CLOSE_LONG,3370.69,167869,3385.56,-19.93718749999989,167858.0,-14.86999999999989,5.0671875,prediction_reversal_bearish,11.0
OPEN_SHORT,3370.9,167870,3370.9,0.0,,,,,
CLOSE_SHORT,3374.25,167877,3370.9,-8.408862499999909,167870.0,-3.349999999999909,5.0588625,prediction_reversal_bullish,7.0
OPEN_SHORT,3388.1,167880,3388.1,0.0,,,,,
CLOSE_SHORT,3381.54,167885,3388.1,1.4827699999999462,167880.0,6.559999999999945,5.077229999999999,prediction_reversal_bullish,5.0
OPEN_LONG,3372.11,167891,3372.11,0.0,,,,,
CLOSE_LONG,3362.81,167903,3372.11,-14.351190000000182,167891.0,-9.300000000000182,5.05119,prediction_reversal_bearish,12.0
OPEN_SHORT,3369.2,167904,3369.2,0.0,,,,,
CLOSE_SHORT,3348.01,167912,3369.2,16.1520924999996,167904.0,21.1899999999996,5.0379075,prediction_reversal_bullish,8.0
OPEN_LONG,3343.24,167913,3343.24,0.0,,,,,
CLOSE_LONG,3351.01,167917,3343.24,2.7493125000004364,167913.0,7.770000000000437,5.0206875,prediction_reversal_bearish,4.0
OPEN_SHORT,3348.67,167918,3348.67,0.0,,,,,
CLOSE_SHORT,3331.71,167925,3348.67,11.949715000000037,167918.0,16.960000000000036,5.0102850000000005,prediction_reversal_bullish,7.0
OPEN_LONG,3331.85,167926,3331.85,0.0,,,,,
CLOSE_LONG,3315.75,167939,3331.85,-21.08569999999991,167926.0,-16.09999999999991,4.9857000000000005,prediction_reversal_bearish,13.0
OPEN_LONG,3307.6,167941,3307.6,0.0,,,,,
CLOSE_LONG,3304.43,167948,3307.6,-8.129022500000072,167941.0,-3.1700000000000728,4.9590225,prediction_reversal_bearish,7.0
OPEN_SHORT,3304.93,167950,3304.93,0.0,,,,,
CLOSE_SHORT,3295.08,167951,3304.93,4.899992499999909,167950.0,9.849999999999909,4.9500075,prediction_reversal_bullish,1.0
OPEN_LONG,3288.9,167953,3288.9,0.0,,,,,
CLOSE_LONG,3299.66,167956,3288.9,5.818579999999764,167953.0,10.759999999999764,4.94142,prediction_reversal_bearish,3.0
OPEN_SHORT,3303.39,167957,3303.39,0.0,,,,,
CLOSE_SHORT,3299.69,167967,3303.39,-1.2523100000001817,167957.0,3.699999999999818,4.95231,prediction_reversal_bullish,10.0
OPEN_LONG,3296.34,167968,3296.34,0.0,,,,,
CLOSE_LONG,3283.25,167978,3296.34,-18.024692500000146,167968.0,-13.090000000000146,4.934692500000001,prediction_reversal_bearish,10.0
OPEN_LONG,3265.89,167982,3265.89,0.0,,,,,
CLOSE_LONG,3261.84,167994,3265.89,-8.945797499999728,167982.0,-4.049999999999727,4.8957975,prediction_reversal_bearish,12.0
OPEN_LONG,3240.3,167996,3240.3,0.0,,,,,
CLOSE_LONG,3245.75,168010,3240.3,0.5854624999998181,167996.0,5.449999999999818,4.8645375,prediction_reversal_bearish,14.0
OPEN_SHORT,3244.4,168012,3244.4,0.0,,,,,
CLOSE_SHORT,3232.51,168017,3244.4,7.0323174999998725,168012.0,11.889999999999873,4.8576825,prediction_reversal_bullish,5.0
OPEN_LONG,3231.22,168019,3231.22,0.0,,,,,
CLOSE_LONG,3238.31,168022,3231.22,2.2378525000001455,168019.0,7.0900000000001455,4.8521475,prediction_reversal_bearish,3.0
OPEN_LONG,3216.57,168025,3216.57,0.0,,,,,
CLOSE_LONG,3218.24,168032,3216.57,-3.156107500000382,168025.0,1.669999999999618,4.8261075,prediction_reversal_bearish,7.0
OPEN_SHORT,3224.15,168033,3224.15,0.0,,,,,
CLOSE_SHORT,3205.8,168038,3224.15,13.527537499999909,168033.0,18.34999999999991,4.8224625,prediction_reversal_bullish,5.0
OPEN_LONG,3205.86,168040,3205.86,0.0,,,,,
