type,price,timestamp,entry_price,pnl
OPEN_SHORT,3122.29,749,3122.29,0.0
CLOSE_SHORT,3115.02,809,3122.29,7.269999999999982
OPEN_LONG,3115.02,809,3115.02,0.0
CLOSE_LONG,3035.82,1213,3115.02,-79.19999999999982
OPEN_SHORT,3035.82,1213,3035.82,0.0
CLOSE_SHORT,3027.19,1269,3035.82,8.63000000000011
OPEN_LONG,3027.19,1269,3027.19,0.0
CLOSE_LONG,3017.35,1315,3027.19,-9.840000000000146
OPEN_SHORT,3017.35,1315,3017.35,0.0
CLOSE_SHORT,3027.92,1373,3017.35,-10.570000000000164
OPEN_LONG,3027.92,1373,3027.92,0.0
CLOSE_LONG,3024.9,1558,3027.92,-3.019999999999982
OPEN_SHORT,3024.9,1558,3024.9,0.0
CLOSE_SHORT,3049.65,2498,3024.9,-24.75
OPEN_LONG,3049.65,2498,3049.65,0.0
CLOSE_LONG,3052.57,2532,3049.65,2.9200000000000728
OPEN_SHORT,3052.57,2532,3052.57,0.0
CLOSE_SHORT,3024.65,2611,3052.57,27.920000000000073
OPEN_LONG,3024.65,2611,3024.65,0.0
CLOSE_LONG,3047.7,2773,3024.65,23.049999999999727
OPEN_SHORT,3047.7,2773,3047.7,0.0
CLOSE_SHORT,3044.59,3283,3047.7,3.1099999999996726
OPEN_LONG,3044.59,3283,3044.59,0.0
CLOSE_LONG,3037.35,3539,3044.59,-7.2400000000002365
OPEN_SHORT,3037.35,3539,3037.35,0.0
CLOSE_SHORT,2969.28,3742,3037.35,68.06999999999971
OPEN_LONG,2969.28,3742,2969.28,0.0
CLOSE_LONG,3059.4,3914,2969.28,90.11999999999989
OPEN_SHORT,3059.4,3914,3059.4,0.0
CLOSE_SHORT,3124.8,4159,3059.4,-65.40000000000009
OPEN_LONG,3124.8,4159,3124.8,0.0
CLOSE_LONG,3064.04,4380,3124.8,-60.76000000000022
OPEN_SHORT,3064.04,4380,3064.04,0.0
CLOSE_SHORT,3136.12,5037,3064.04,-72.07999999999993
OPEN_LONG,3136.12,5037,3136.12,0.0
CLOSE_LONG,3167.65,5189,3136.12,31.5300000000002
OPEN_SHORT,3167.65,5189,3167.65,0.0
CLOSE_SHORT,3102.51,5326,3167.65,65.13999999999987
OPEN_LONG,3102.51,5326,3102.51,0.0
CLOSE_LONG,3105.99,5431,3102.51,3.4799999999995634
OPEN_SHORT,3105.99,5431,3105.99,0.0
CLOSE_SHORT,3136.04,5782,3105.99,-30.050000000000182
OPEN_LONG,3136.04,5782,3136.04,0.0
CLOSE_LONG,3124.5,6024,3136.04,-11.539999999999964
OPEN_SHORT,3124.5,6024,3124.5,0.0
CLOSE_SHORT,3105.55,6165,3124.5,18.949999999999818
OPEN_LONG,3105.55,6165,3105.55,0.0
CLOSE_LONG,3124.27,6239,3105.55,18.7199999999998
OPEN_SHORT,3124.27,6239,3124.27,0.0
CLOSE_SHORT,3108.0,6387,3124.27,16.269999999999982
OPEN_LONG,3108.0,6387,3108.0,0.0
CLOSE_LONG,3133.12,6519,3108.0,25.11999999999989
OPEN_SHORT,3133.12,6519,3133.12,0.0
CLOSE_SHORT,3360.75,6950,3133.12,-227.6300000000001
OPEN_LONG,3360.75,6950,3360.75,0.0
CLOSE_LONG,3315.37,7234,3360.75,-45.38000000000011
OPEN_SHORT,3315.37,7234,3315.37,0.0
CLOSE_SHORT,3288.82,7287,3315.37,26.549999999999727
OPEN_LONG,3288.82,7287,3288.82,0.0
CLOSE_LONG,3308.76,7466,3288.82,19.940000000000055
OPEN_SHORT,3308.76,7466,3308.76,0.0
CLOSE_SHORT,3314.26,7964,3308.76,-5.5
OPEN_LONG,3314.26,7964,3314.26,0.0
CLOSE_LONG,3328.52,8097,3314.26,14.259999999999764
OPEN_SHORT,3328.52,8097,3328.52,0.0
CLOSE_SHORT,3387.99,8415,3328.52,-59.4699999999998
OPEN_LONG,3387.99,8415,3387.99,0.0
CLOSE_LONG,3364.45,8455,3387.99,-23.539999999999964
OPEN_SHORT,3364.45,8455,3364.45,0.0
CLOSE_SHORT,3347.4,8483,3364.45,17.049999999999727
OPEN_LONG,3347.4,8483,3347.4,0.0
CLOSE_LONG,3201.26,9023,3347.4,-146.13999999999987
OPEN_SHORT,3201.26,9023,3201.26,0.0
CLOSE_SHORT,3190.78,9139,3201.26,10.480000000000018
OPEN_LONG,3190.78,9139,3190.78,0.0
CLOSE_LONG,3197.38,9312,3190.78,6.599999999999909
OPEN_SHORT,3197.38,9312,3197.38,0.0
CLOSE_SHORT,3187.33,9361,3197.38,10.050000000000182
OPEN_LONG,3187.33,9361,3187.33,0.0
CLOSE_LONG,3201.0,9433,3187.33,13.670000000000073
OPEN_SHORT,3201.0,9433,3201.0,0.0
CLOSE_SHORT,3182.1,9562,3201.0,18.90000000000009
