type,price,timestamp,entry_price,pnl
OPEN_SHORT,2938.57,5629,2938.57,0.0
CLOSE_SHORT,2931.44,5638,2938.57,7.130000000000109
OPEN_LONG,2931.44,5638,2931.44,0.0
CLOSE_LONG,2939.04,5678,2931.44,7.599999999999909
OPEN_SHORT,2939.04,5678,2939.04,0.0
CLOSE_SHORT,2946.15,5682,2939.04,-7.110000000000127
OPEN_LONG,2946.15,5682,2946.15,0.0
CLOSE_LONG,2942.79,5883,2946.15,-3.3600000000001273
OPEN_SHORT,2942.79,5883,2942.79,0.0
CLOSE_SHORT,2948.56,5888,2942.79,-5.769999999999982
OPEN_LONG,2948.56,5888,2948.56,0.0
CLOSE_LONG,2951.24,5903,2948.56,2.6799999999998363
OPEN_SHORT,2951.24,5903,2951.24,0.0
CLOSE_SHORT,2955.66,5910,2951.24,-4.420000000000073
OPEN_LONG,2955.66,5910,2955.66,0.0
CLOSE_LONG,2945.74,5944,2955.66,-9.920000000000073
OPEN_SHORT,2945.74,5944,2945.74,0.0
CLOSE_SHORT,2947.75,5956,2945.74,-2.0100000000002183
OPEN_LONG,2947.75,5956,2947.75,0.0
CLOSE_LONG,2957.2,5978,2947.75,9.449999999999818
OPEN_SHORT,2957.2,5978,2957.2,0.0
CLOSE_SHORT,2953.47,5991,2957.2,3.730000000000018
OPEN_LONG,2953.47,5991,2953.47,0.0
CLOSE_LONG,2928.75,6019,2953.47,-24.7199999999998
OPEN_SHORT,2928.75,6019,2928.75,0.0
CLOSE_SHORT,2935.39,6026,2928.75,-6.639999999999873
OPEN_LONG,2935.39,6026,2935.39,0.0
CLOSE_LONG,2921.03,6039,2935.39,-14.359999999999673
OPEN_SHORT,2921.03,6039,2921.03,0.0
CLOSE_SHORT,2936.56,6060,2921.03,-15.529999999999745
OPEN_LONG,2936.56,6060,2936.56,0.0
CLOSE_LONG,2902.98,6102,2936.56,-33.57999999999993
OPEN_SHORT,2902.98,6102,2902.98,0.0
CLOSE_SHORT,2910.46,6107,2902.98,-7.480000000000018
OPEN_LONG,2910.46,6107,2910.46,0.0
CLOSE_LONG,2898.9,6114,2910.46,-11.559999999999945
OPEN_SHORT,2898.9,6114,2898.9,0.0
CLOSE_SHORT,2908.64,6118,2898.9,-9.739999999999782
OPEN_LONG,2908.64,6118,2908.64,0.0
CLOSE_LONG,2916.58,6131,2908.64,7.940000000000055
OPEN_SHORT,2916.58,6131,2916.58,0.0
CLOSE_SHORT,2922.51,6143,2916.58,-5.930000000000291
OPEN_LONG,2922.51,6143,2922.51,0.0
CLOSE_LONG,2919.37,6176,2922.51,-3.1400000000003274
OPEN_SHORT,2919.37,6176,2919.37,0.0
CLOSE_SHORT,2921.66,6182,2919.37,-2.2899999999999636
OPEN_LONG,2921.66,6182,2921.66,0.0
CLOSE_LONG,2925.95,6283,2921.66,4.289999999999964
OPEN_SHORT,2925.95,6283,2925.95,0.0
CLOSE_SHORT,2923.95,6295,2925.95,2.0
OPEN_LONG,2923.95,6295,2923.95,0.0
CLOSE_LONG,2923.66,6345,2923.95,-0.2899999999999636
OPEN_SHORT,2923.66,6345,2923.66,0.0
CLOSE_SHORT,2928.32,6364,2923.66,-4.660000000000309
OPEN_LONG,2928.32,6364,2928.32,0.0
CLOSE_LONG,2926.5,6443,2928.32,-1.8200000000001637
OPEN_SHORT,2926.5,6443,2926.5,0.0
CLOSE_SHORT,2929.22,6458,2926.5,-2.7199999999998
OPEN_LONG,2929.22,6458,2929.22,0.0
CLOSE_LONG,2949.44,6474,2929.22,20.220000000000255
OPEN_SHORT,2949.44,6474,2949.44,0.0
CLOSE_SHORT,2948.08,6482,2949.44,1.3600000000001273
OPEN_LONG,2948.08,6482,2948.08,0.0
CLOSE_LONG,2954.69,6548,2948.08,6.610000000000127
OPEN_SHORT,2954.69,6548,2954.69,0.0
CLOSE_SHORT,2959.47,6562,2954.69,-4.779999999999745
OPEN_LONG,2959.47,6562,2959.47,0.0
CLOSE_LONG,2950.33,6596,2959.47,-9.139999999999873
OPEN_SHORT,2950.33,6596,2950.33,0.0
CLOSE_SHORT,2952.17,6610,2950.33,-1.8400000000001455
OPEN_LONG,2952.17,6610,2952.17,0.0
CLOSE_LONG,2948.58,6626,2952.17,-3.5900000000001455
OPEN_SHORT,2948.58,6626,2948.58,0.0
CLOSE_SHORT,2937.17,6645,2948.58,11.409999999999854
OPEN_LONG,2937.17,6645,2937.17,0.0
CLOSE_LONG,2917.08,6664,2937.17,-20.090000000000146
OPEN_SHORT,2917.08,6664,2917.08,0.0
