type,price,timestamp,entry_price,pnl
OPEN_SHORT,3729.47,720,3729.47,0.0
CLOSE_SHORT,3718.69,725,3729.47,10.779999999999745
OPEN_LONG,3718.69,725,3718.69,0.0
CLOSE_LONG,3728.43,733,3718.69,9.739999999999782
OPEN_SHORT,3728.43,733,3728.43,0.0
CLOSE_SHORT,3750.4,754,3728.43,-21.970000000000255
OPEN_LONG,3750.4,754,3750.4,0.0
CLOSE_LONG,3754.59,766,3750.4,4.190000000000055
OPEN_SHORT,3754.59,766,3754.59,0.0
CLOSE_SHORT,3736.96,775,3754.59,17.63000000000011
OPEN_LONG,3736.96,775,3736.96,0.0
CLOSE_LONG,3736.74,791,3736.96,-0.22000000000025466
OPEN_SHORT,3736.74,791,3736.74,0.0
CLOSE_SHORT,3742.0,849,3736.74,-5.260000000000218
OPEN_LONG,3742.0,849,3742.0,0.0
CLOSE_LONG,3743.3,867,3742.0,1.300000000000182
OPEN_SHORT,3743.3,867,3743.3,0.0
CLOSE_SHORT,3737.0,891,3743.3,6.300000000000182
OPEN_LONG,3737.0,891,3737.0,0.0
CLOSE_LONG,3744.51,896,3737.0,7.510000000000218
OPEN_SHORT,3744.51,896,3744.51,0.0
CLOSE_SHORT,3744.03,923,3744.51,0.4800000000000182
OPEN_LONG,3744.03,923,3744.03,0.0
CLOSE_LONG,3767.8,939,3744.03,23.769999999999982
OPEN_SHORT,3767.8,939,3767.8,0.0
CLOSE_SHORT,3758.76,944,3767.8,9.039999999999964
OPEN_LONG,3758.76,944,3758.76,0.0
CLOSE_LONG,3760.98,951,3758.76,2.2199999999998
OPEN_SHORT,3760.98,951,3760.98,0.0
CLOSE_SHORT,3756.03,955,3760.98,4.949999999999818
OPEN_LONG,3756.03,955,3756.03,0.0
CLOSE_LONG,3754.11,967,3756.03,-1.9200000000000728
OPEN_SHORT,3754.11,967,3754.11,0.0
CLOSE_SHORT,3767.4,977,3754.11,-13.289999999999964
OPEN_LONG,3767.4,977,3767.4,0.0
CLOSE_LONG,3781.09,988,3767.4,13.690000000000055
OPEN_SHORT,3781.09,988,3781.09,0.0
CLOSE_SHORT,3777.5,1004,3781.09,3.5900000000001455
OPEN_LONG,3777.5,1004,3777.5,0.0
CLOSE_LONG,3777.23,1025,3777.5,-0.2699999999999818
OPEN_SHORT,3777.23,1025,3777.23,0.0
CLOSE_SHORT,3791.15,1059,3777.23,-13.920000000000073
OPEN_LONG,3791.15,1059,3791.15,0.0
CLOSE_LONG,3781.21,1077,3791.15,-9.940000000000055
OPEN_SHORT,3781.21,1077,3781.21,0.0
CLOSE_SHORT,3776.21,1084,3781.21,5.0
OPEN_LONG,3776.21,1084,3776.21,0.0
CLOSE_LONG,3775.84,1091,3776.21,-0.36999999999989086
OPEN_SHORT,3775.84,1091,3775.84,0.0
CLOSE_SHORT,3751.87,1099,3775.84,23.970000000000255
OPEN_LONG,3751.87,1099,3751.87,0.0
CLOSE_LONG,3749.55,1121,3751.87,-2.319999999999709
OPEN_SHORT,3749.55,1121,3749.55,0.0
CLOSE_SHORT,3749.2,1130,3749.55,0.3500000000003638
OPEN_LONG,3749.2,1130,3749.2,0.0
CLOSE_LONG,3746.41,1143,3749.2,-2.7899999999999636
OPEN_SHORT,3746.41,1143,3746.41,0.0
CLOSE_SHORT,3744.12,1151,3746.41,2.2899999999999636
OPEN_LONG,3744.12,1151,3744.12,0.0
CLOSE_LONG,3755.0,1165,3744.12,10.88000000000011
OPEN_SHORT,3755.0,1165,3755.0,0.0
CLOSE_SHORT,3745.8,1179,3755.0,9.199999999999818
OPEN_LONG,3745.8,1179,3745.8,0.0
CLOSE_LONG,3755.34,1190,3745.8,9.539999999999964
OPEN_SHORT,3755.34,1190,3755.34,0.0
CLOSE_SHORT,3749.38,1238,3755.34,5.960000000000036
OPEN_LONG,3749.38,1238,3749.38,0.0
CLOSE_LONG,3732.59,1247,3749.38,-16.789999999999964
OPEN_SHORT,3732.59,1247,3732.59,0.0
CLOSE_SHORT,3730.62,1260,3732.59,1.9700000000002547
OPEN_LONG,3730.62,1260,3730.62,0.0
CLOSE_LONG,3742.03,1264,3730.62,11.41000000000031
OPEN_SHORT,3742.03,1264,3742.03,0.0
CLOSE_SHORT,3743.32,1296,3742.03,-1.2899999999999636
OPEN_LONG,3743.32,1296,3743.32,0.0
CLOSE_LONG,3735.92,1313,3743.32,-7.400000000000091
OPEN_SHORT,3735.92,1313,3735.92,0.0
CLOSE_SHORT,3756.91,1359,3735.92,-20.98999999999978
OPEN_LONG,3756.91,1359,3756.91,0.0
CLOSE_LONG,3710.01,1380,3756.91,-46.899999999999636
OPEN_SHORT,3710.01,1380,3710.01,0.0
CLOSE_SHORT,3713.81,1390,3710.01,-3.799999999999727
OPEN_LONG,3713.81,1390,3713.81,0.0
CLOSE_LONG,3731.72,1392,3713.81,17.909999999999854
OPEN_SHORT,3731.72,1392,3731.72,0.0
CLOSE_SHORT,3748.73,1411,3731.72,-17.01000000000022
OPEN_LONG,3748.73,1411,3748.73,0.0
CLOSE_LONG,3752.81,1436,3748.73,4.079999999999927
OPEN_SHORT,3752.81,1436,3752.81,0.0
CLOSE_SHORT,3738.11,1454,3752.81,14.699999999999818
OPEN_LONG,3738.11,1454,3738.11,0.0
CLOSE_LONG,3751.59,1456,3738.11,13.480000000000018
OPEN_SHORT,3751.59,1456,3751.59,0.0
CLOSE_SHORT,3753.81,1466,3751.59,-2.2199999999998
OPEN_LONG,3753.81,1466,3753.81,0.0
CLOSE_LONG,3766.33,1468,3753.81,12.519999999999982
OPEN_SHORT,3766.33,1468,3766.33,0.0
CLOSE_SHORT,3755.92,1480,3766.33,10.409999999999854
OPEN_LONG,3755.92,1480,3755.92,0.0
CLOSE_LONG,3733.19,1505,3755.92,-22.730000000000018
OPEN_SHORT,3733.19,1505,3733.19,0.0
CLOSE_SHORT,3721.63,1513,3733.19,11.559999999999945
OPEN_LONG,3721.63,1513,3721.63,0.0
