symbol,strategy_id,entry_time,exit_time,direction,entry_price,exit_price,stop_level,tp_level,raw_pnl,fees,net_pnl,exit_reason,position_size,portfolio_pnl,equity,drawdown
BTCUSDT,supertrend,2025-06-29 08:00:00+00:00,2025-08-01 16:00:00+00:00,long,108420.1,113283.6,103977.63333333332,,4863.5,332.55555000000004,4530.94445,trend_reversal,0.007500851969186478,33.98594360005704,867.04306471786,-15.596402930016016
BTCUSDT,supertrend,2025-08-01 16:00:00+00:00,2025-08-11 00:00:00+00:00,short,113283.6,121709.4,122866.28333333333,,-8425.799999999988,352.4895,-8778.289499999988,trend_reversal,0.003619207833788495,-31.770454125663246,835.2726105921968,-18.68914505306786
BTCUSDT,supertrend,2025-08-11 00:00:00+00:00,2025-08-18 08:00:00+00:00,long,121709.4,114893.0,112095.04166666669,,-6816.399999999994,354.9036,-7171.303599999994,trend_reversal,0.003475104969600637,-24.921032778874917,810.3515778133219,-21.115120064955516
BTCUSDT,supertrend,2025-08-18 08:00:00+00:00,2025-09-05 04:00:00+00:00,short,114893.0,112913.0,120485.9,,1980.0,341.709,1638.291,trend_reversal,0.0057955735150875065,9.494835929606225,819.8464137429281,-20.190831135536687
BTCUSDT,supertrend,2025-09-05 04:00:00+00:00,2025-09-22 04:00:00+00:00,long,112913.0,112458.5,104197.05833333332,,-454.5,338.05725,-792.5572500000001,trend_reversal,0.0037625144595832055,-2.9820081131725016,816.8644056297557,-20.481119151767498
BTCUSDT,supertrend,2025-09-22 04:00:00+00:00,2025-09-29 12:00:00+00:00,short,112458.5,113762.5,117786.38333333332,,-1304.0,339.3315,-1643.3315,trend_reversal,0.0061327499460743316,-10.078141168007251,806.7862644617484,-21.462190797425265
BTCUSDT,supertrend,2025-09-29 12:00:00+00:00,2025-10-10 20:00:00+00:00,long,113762.5,112732.5,107948.325,,-1030.0,339.7425,-1369.7425,trend_reversal,0.0055504780262840255,-7.602725647917347,799.1835388138311,-22.202289436504117
BTCUSDT,supertrend,2025-10-10 20:00:00+00:00,2025-10-27 00:00:00+00:00,short,112732.5,114942.5,127706.26666666668,,-2210.0,341.5125,-2551.5125,trend_reversal,0.0021348897885337167,-5.447197981566134,793.7363408322649,-22.73255502803636
BTCUSDT,supertrend,2025-10-27 00:00:00+00:00,2025-10-30 12:00:00+00:00,long,114942.5,107661.1,108530.10833333334,,-7281.399999999994,333.90540000000004,-7615.305399999994,trend_reversal,0.004951265500255201,-37.7053989009271,756.0309419313378,-26.403043179893565
BTCUSDT,supertrend,2025-10-30 12:00:00+00:00,2025-12-09 16:00:00+00:00,short,107661.1,93761.7,120707.33333333331,,13899.400000000009,302.1342,13597.265800000008,trend_reversal,0.0023180052743642663,31.518533841332875,787.5494757726707,-23.334824611711852
BTCUSDT,supertrend,2025-12-09 16:00:00+00:00,2025-12-18 16:00:00+00:00,long,93761.7,84433.1,83969.61666666665,,-9328.599999999991,267.2922,-9595.892199999991,trend_reversal,0.003217086493092903,-30.870815185795514,756.6786605868751,-26.339990043733046
BTCUSDT,supertrend,2025-12-18 16:00:00+00:00,2025-12-29 00:00:00+00:00,short,84433.1,90100.1,92539.675,,-5667.0,261.7998,-5928.7998,trend_reversal,0.0037336540306448797,-22.136087270156555,734.5425733167185,-28.494860391798486
BTCUSDT,supertrend,2025-12-29 00:00:00+00:00,2026-01-20 04:00:00+00:00,long,90100.1,91124.9,85459.75,,1024.7999999999884,271.8375,752.9624999999884,trend_reversal,0.0063317859499108274,4.767597378309658,739.3101706950282,-28.03075153205955
BTCUSDT,supertrend,2026-01-20 04:00:00+00:00,2026-01-30 12:00:00+00:00,short,91124.9,82765.8,97077.775,,8359.099999999991,260.83605,8098.263949999991,end_of_data,0.004967752023652627,40.230167125685576,779.5403378207138,-24.11448606116345
