entry_time,entry_price,exit_time,exit_price,direction,size,stop_level,exit_reason,raw_pnl,fees,net_pnl,symbol,day,prev_close,prev_atr,upper_level,lower_level
2025-06-01 14:46:00+00:00,2517.124,2025-06-02 05:45:00+00:00,2483.08,long,1.0,2483.08,stop_loss,-34.04399999999987,7.500306000000002,-41.54430599999987,ETHUSDT,2025-06-01,2483.08,85.11000000000013,2517.124,2449.036
2025-06-02 14:25:00+00:00,2528.68,2025-06-03 13:00:00+00:00,2612.03,long,1.0,2496.93,end_of_day,83.35000000000036,7.711065000000005,75.63893500000036,ETHUSDT,2025-06-02,2496.93,79.375,2528.68,2465.18
2025-06-03 14:55:00+00:00,2651.7173333333335,2025-06-03 16:27:00+00:00,2608.8,long,1.0,2608.8,stop_loss,-42.91733333333332,7.8907760000000025,-50.80810933333332,ETHUSDT,2025-06-03,2608.8,107.29333333333336,2651.7173333333335,2565.882666666667
2025-06-04 15:17:00+00:00,2656.3740000000003,2025-06-04 20:13:00+00:00,2616.19,long,1.0,2616.19,stop_loss,-40.1840000000002,7.908845999999997,-48.09284600000019,ETHUSDT,2025-06-04,2616.19,100.46000000000004,2656.3740000000003,2576.006
2025-06-05 13:51:00+00:00,2591.024,2025-06-06 13:00:00+00:00,2475.59,short,1.0,2631.2,end_of_day,115.43399999999974,7.599920999999995,107.83407899999975,ETHUSDT,2025-06-05,2631.2,100.44000000000005,2671.3759999999997,2591.024
2025-06-06 15:14:00+00:00,2524.7186666666666,2025-06-06 23:07:00+00:00,2474.25,long,1.0,2474.25,stop_loss,-50.46866666666665,7.498452999999998,-57.96711966666665,ETHUSDT,2025-06-06,2474.25,126.1716666666667,2524.7186666666666,2423.7813333333334
2025-06-07 22:32:00+00:00,2543.773714285714,2025-06-08 09:27:00+00:00,2496.22,long,1.0,2496.22,stop_loss,-47.55371428571425,7.559990571428571,-55.11370485714282,ETHUSDT,2025-06-07,2496.22,118.88428571428578,2543.773714285714,2448.6662857142856
2025-06-09 19:24:00+00:00,2587.1877777777777,2025-06-10 13:00:00+00:00,2764.28,long,1.0,2544.39,end_of_day,177.09222222222252,8.027201666666656,169.06502055555586,ETHUSDT,2025-06-09,2544.39,106.99444444444453,2587.1877777777777,2501.592222222222
2025-06-10 15:32:00+00:00,2714.672,2025-06-10 18:51:00+00:00,2764.84,short,1.0,2764.84,stop_loss,-50.16800000000012,8.219268,-58.38726800000012,ETHUSDT,2025-06-10,2764.84,125.42000000000007,2815.0080000000003,2714.672
2025-06-11 14:34:00+00:00,2855.586909090909,2025-06-11 18:15:00+00:00,2804.58,long,1.0,2804.58,stop_loss,-51.006909090909176,8.490250363636363,-59.49715945454554,ETHUSDT,2025-06-11,2804.58,127.51727272727281,2855.586909090909,2753.5730909090908
2025-06-12 20:14:00+00:00,2683.182333333333,2025-06-13 13:00:00+00:00,2538.46,short,1.0,2735.58,end_of_day,144.72233333333315,7.832463499999989,136.88986983333317,ETHUSDT,2025-06-12,2735.58,130.99416666666673,2787.9776666666667,2683.182333333333
2025-06-16 05:26:00+00:00,2580.660857142857,2025-06-16 13:00:00+00:00,2615.37,long,1.0,2524.31,end_of_day,34.70914285714298,7.794046285714284,26.915096571428695,ETHUSDT,2025-06-15,2524.31,140.8771428571429,2580.660857142857,2467.959142857143
2025-06-16 20:45:00+00:00,2672.4628571428575,2025-06-16 22:37:00+00:00,2614.01,long,1.0,2614.01,stop_loss,-58.45285714285728,7.9297092857142815,-66.38256642857156,ETHUSDT,2025-06-16,2614.01,146.13214285714292,2672.4628571428575,2555.557142857143
2025-06-17 15:30:00+00:00,2488.2065714285714,2025-06-18 08:12:00+00:00,2546.48,short,1.0,2546.48,stop_loss,-58.27342857142867,7.5520298571428555,-65.82545842857152,ETHUSDT,2025-06-17,2546.48,145.68357142857147,2604.7534285714287,2488.2065714285714
2025-06-20 14:51:00+00:00,2496.562,2025-06-21 13:00:00+00:00,2435.94,short,1.0,2550.49,end_of_day,60.621999999999844,7.398752999999999,53.223246999999844,ETHUSDT,2025-06-20,2550.49,134.82000000000002,2604.4179999999997,2496.562
2025-06-21 20:04:00+00:00,2377.2114285714288,2025-06-22 13:00:00+00:00,2279.81,short,1.0,2434.55,end_of_day,97.40142857142882,6.985532142857139,90.41589642857168,ETHUSDT,2025-06-21,2434.55,143.3464285714286,2491.8885714285716,2377.2114285714288
2025-06-22 13:25:00+00:00,2216.5820000000003,2025-06-23 13:00:00+00:00,2263.58,short,1.0,2278.76,end_of_day,-46.99799999999959,6.7202430000000035,-53.718242999999596,ETHUSDT,2025-06-22,2278.76,155.44500000000002,2340.938,2216.5820000000003
2025-06-23 16:32:00+00:00,2200.228857142857,2025-06-23 17:26:00+00:00,2265.33,short,1.0,2265.33,stop_loss,-65.1011428571428,6.698338285714286,-71.79948114285709,ETHUSDT,2025-06-23,2265.33,162.75285714285718,2330.4311428571427,2200.228857142857
2025-06-24 16:54:00+00:00,2477.4554285714285,2025-06-25 09:40:00+00:00,2413.19,long,1.0,2413.19,stop_loss,-64.2654285714284,7.335968142857141,-71.60139671428554,ETHUSDT,2025-06-24,2413.19,160.66357142857146,2477.4554285714285,2348.9245714285717
2025-06-26 02:53:00+00:00,2489.9697142857144,2025-06-26 13:00:00+00:00,2439.07,long,1.0,2427.71,end_of_day,-50.89971428571425,7.393559571428568,-58.29327385714282,ETHUSDT,2025-06-25,2427.71,155.64928571428572,2489.9697142857144,2365.4502857142857
2025-06-29 22:48:00+00:00,2506.329714285714,2025-06-30 09:58:00+00:00,2453.54,long,1.0,2453.54,stop_loss,-52.789714285714126,7.439804571428574,-60.2295188571427,ETHUSDT,2025-06-29,2453.54,131.9742857142857,2506.329714285714,2400.750285714286
2025-06-30 19:25:00+00:00,2510.574857142857,2025-07-01 04:59:00+00:00,2458.71,long,1.0,2458.71,stop_loss,-51.86485714285709,7.453927285714286,-59.31878442857138,ETHUSDT,2025-06-30,2458.71,129.66214285714287,2510.574857142857,2406.845142857143
2025-07-01 23:11:00+00:00,2386.193714285714,2025-07-02 04:43:00+00:00,2436.14,short,1.0,2436.14,stop_loss,-49.94628571428575,7.233500571428571,-57.17978628571432,ETHUSDT,2025-07-01,2436.14,124.8657142857143,2486.0862857142856,2386.193714285714
2025-07-02 15:11:00+00:00,2486.8645714285713,2025-07-03 13:00:00+00:00,2589.31,long,1.0,2437.68,end_of_day,102.44542857142869,7.614261857142864,94.83116671428583,ETHUSDT,2025-07-02,2437.68,122.96142857142861,2486.8645714285713,2388.4954285714284
2025-07-04 07:50:00+00:00,2535.7188571428574,2025-07-04 13:00:00+00:00,2547.93,short,1.0,2587.8,end_of_day,-12.211142857142477,7.6254732857142855,-19.836616142856762,ETHUSDT,2025-07-03,2587.8,130.2028571428572,2639.881142857143,2535.7188571428574
2025-07-04 16:01:00+00:00,2494.1,2025-07-05 13:00:00+00:00,2518.13,short,1.0,2546.88,end_of_day,-24.0300000000002,7.518345,-31.5483450000002,ETHUSDT,2025-07-04,2546.88,131.95000000000005,2599.6600000000003,2494.1
2025-07-06 13:51:00+00:00,2563.444285714286,2025-07-07 13:00:00+00:00,2548.87,long,1.0,2519.28,end_of_day,-14.574285714285907,7.668471428571429,-22.242757142857336,ETHUSDT,2025-07-06,2519.28,110.41071428571432,2563.444285714286,2475.1157142857146
2025-07-08 17:13:00+00:00,2618.760285714286,2025-07-09 13:00:00+00:00,2659.88,long,1.0,2582.26,end_of_day,41.11971428571405,7.917960428571426,33.20175385714263,ETHUSDT,2025-07-08,2582.26,91.2507142857143,2618.760285714286,2545.7597142857144
2025-07-09 18:08:00+00:00,2696.693142857143,2025-07-10 13:00:00+00:00,2779.33,long,1.0,2659.25,end_of_day,82.63685714285702,8.214034714285717,74.42282242857131,ETHUSDT,2025-07-09,2659.25,93.60785714285716,2696.693142857143,2621.806857142857
2025-07-10 17:06:00+00:00,2816.638857142857,2025-07-11 13:00:00+00:00,2989.03,long,1.0,2777.39,end_of_day,172.39114285714322,8.708503285714272,163.68263957142895,ETHUSDT,2025-07-10,2777.39,98.12214285714286,2816.638857142857,2738.1411428571428
2025-07-11 15:54:00+00:00,2941.034285714286,2025-07-11 17:19:00+00:00,2986.05,short,1.0,2986.05,stop_loss,-45.01571428571424,8.89062642857143,-53.90634071428567,ETHUSDT,2025-07-11,2986.05,112.53928571428573,3031.0657142857144,2941.034285714286
2025-07-13 12:50:00+00:00,2988.2965714285715,2025-07-13 13:00:00+00:00,2989.3,long,1.0,2942.32,end_of_day,1.0034285714286852,8.966394857142859,-7.962966285714174,ETHUSDT,2025-07-12,2942.32,114.94142857142856,2988.2965714285715,2896.343428571429
2025-07-14 03:42:00+00:00,3032.5508571428572,2025-07-14 13:00:00+00:00,3050.24,long,1.0,2985.25,end_of_day,17.689142857142542,9.124186285714286,8.564956571428256,ETHUSDT,2025-07-13,2985.25,118.25214285714287,3032.5508571428572,2937.9491428571428
2025-07-14 15:52:00+00:00,3002.8688571428575,2025-07-15 13:00:00+00:00,3001.57,short,1.0,3051.07,end_of_day,1.2988571428572868,9.006658285714286,-7.707801142856999,ETHUSDT,2025-07-14,3051.07,120.50285714285714,3099.271142857143,3002.8688571428575
2025-07-15 13:45:00+00:00,3050.194285714286,2025-07-15 14:51:00+00:00,3000.61,long,1.0,3000.61,stop_loss,-49.58428571428567,9.076206428571432,-58.6604921428571,ETHUSDT,2025-07-15,3000.61,123.96071428571427,3050.194285714286,2951.0257142857145
