symbol,strategy_id,entry_time,exit_time,direction,entry_price,exit_price,stop_level,tp_level,raw_pnl,fees,net_pnl,exit_reason
ETHUSDT,atr_breakout,2023-06-01 16:56:00+00:00,2023-06-01 17:11:00+00:00,long,1882.3863999999999,1870.0287999999998,1870.0287999999998,,-12.357600000000048,5.6286228,-17.986222800000046,stop_loss
ETHUSDT,atr_breakout,2023-06-02 18:46:00+00:00,2023-06-03 01:37:00+00:00,long,1908.9553999999998,1896.0517999999997,1896.0517999999997,,-12.903600000000097,5.7075108,-18.611110800000098,stop_loss
ETHUSDT,atr_breakout,2023-06-03 19:51:00+00:00,2023-06-04 06:45:00+00:00,short,1885.8763999999999,1897.3187999999998,1897.3187999999998,,-11.442399999999907,5.6747928,-17.117192799999906,stop_loss
ETHUSDT,atr_breakout,2023-06-04 23:25:00+00:00,2023-06-05 13:00:00+00:00,short,1888.467,1864.38,1898.6490000000001,,24.08699999999999,5.6292705000000005,18.45772949999999,end_of_day
ETHUSDT,atr_breakout,2023-06-05 15:25:00+00:00,2023-06-06 13:00:00+00:00,short,1848.52984,1805.25,1859.22328,,43.27983999999992,5.4806697600000005,37.799170239999924,end_of_day
ETHUSDT,atr_breakout,2023-06-06 14:02:00+00:00,2023-06-07 13:00:00+00:00,long,1823.8824,1863.43,1811.1807999999999,,39.5476000000001,5.5309686,34.0166314000001,end_of_day
ETHUSDT,atr_breakout,2023-06-07 14:37:00+00:00,2023-06-08 13:00:00+00:00,short,1842.5461714285714,1845.75,1856.882057142857,,-3.2038285714286303,5.532444257142857,-8.736272828571487,end_of_day
ETHUSDT,atr_breakout,2023-06-09 19:26:00+00:00,2023-06-10 13:00:00+00:00,short,1831.2112,1739.83,1844.6104,,91.38120000000004,5.3565618,86.02463820000004,end_of_day
ETHUSDT,atr_breakout,2023-06-10 17:39:00+00:00,2023-06-10 18:20:00+00:00,long,1762.07456,1746.63152,1746.63152,,-15.44304000000011,5.26305912,-20.70609912000011,stop_loss
ETHUSDT,atr_breakout,2023-06-11 20:07:00+00:00,2023-06-11 22:38:00+00:00,long,1768.273781818182,1753.0379272727275,1753.0379272727275,,-15.235854545454458,5.281967563636364,-20.517822109090822,stop_loss
ETHUSDT,atr_breakout,2023-06-12 17:23:00+00:00,2023-06-12 17:43:00+00:00,short,1722.8797,1738.0399,1738.0399,,-15.160200000000032,5.191379400000001,-20.351579400000034,stop_loss
ETHUSDT,atr_breakout,2023-06-14 18:07:00+00:00,2023-06-14 18:36:00+00:00,short,1723.4815714285714,1737.7538571428572,1737.7538571428572,,-14.272285714285772,5.191853142857143,-19.464138857142913,stop_loss
ETHUSDT,atr_breakout,2023-06-15 18:52:00+00:00,2023-06-16 13:00:00+00:00,long,1663.1712,1667.0,1647.7104,,3.828800000000001,4.9952568,-1.1664567999999989,end_of_day
ETHUSDT,atr_breakout,2023-06-16 16:55:00+00:00,2023-06-17 13:00:00+00:00,long,1689.4576857142856,1738.79,1674.1592285714285,,49.33231428571435,5.142371528571428,44.189942757142916,end_of_day
ETHUSDT,atr_breakout,2023-06-19 16:34:00+00:00,2023-06-19 17:06:00+00:00,short,1705.3511142857144,1721.8903714285716,1721.8903714285716,,-16.539257142857196,5.140862228571429,-21.680119371428624,stop_loss
